gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,shar_o,amb_o,fun_o,intel_o,like_o,prob_o,met_o,age,field_cd,race,imprace,career_c,income,dec_o
1,1,21,4,12,18,20,16,16,18,8,6,7,8,8,9,3,0,23,5,4,1,1,28891,1
1,0,27,1,20,20,20,10,10,20,5,3,6,5,6,3,2,1,23,5,4,1,1,28891,0
1,1,21,4,10,20,40,10,10,10,6,6,6,6,7,6.5,5,1,23,5,4,1,1,28891,1
1,0,27,2,10,20,20,15,20,15,6,4.421853945,9.276242078,7,7.100674325,7,5,1,23,5,4,1,1,28891,0
1,0,25,2,20,20,15,15,15,15,6,7,9,7,8,7,5,1,23,5,4,1,1,28891,0
1,0,23,2,20,20,20,15,15,10,2,3,7,3,5,3,2,1,23,5,4,1,1,28891,0
1,0,22,3,17,10,18,20,25,10,1,1,6,2,6,2,2,1,23,5,4,1,1,28891,0
1,0,22,2,20,22,18,15,15,10,6,1.911124738,5,5,7,6,3,1,23,5,4,1,1,28891,0
1,0,23,2,10,20,20,20,20,10,6,7,8,7,8,8,6,1,23,5,4,1,1,28891,0
1,0,24,2,35,10,20,20,10,5,4,4,6,5,6,5,3,0,23,5,4,1,1,28891,0
1,1,27,4,50,0,50,0,0,0,5,5.367945336,8,7,6,6,5,1,23,5,4,1,1,28891,0
1,0,30,2,30,20,30,10,0,10,6,5,6,6,6,5,3,1,23,5,4,1,1,28891,0
1,1,21,4,30,5,30,15,15,5,5,6,7,6,5,5,5,1,23,5,4,1,1,28891,0
1,0,25,2,20,23,23,22,7,5,6,9,7,8,9,8,6,1,23,5,4,1,1,28891,0
1,0,26,2,20,25,20,15,15,5,2,1,5,1,4,2,3,1,23,5,4,1,1,28891,0
1,0,27,2,10,10,30,25,10,15,4,4,5,7,6,4,5,1,23,5,4,1,1,28891,1
1,0,23,1,50,10,20,10,10,0,8,7,7,7,10,8,1,1,23,5,4,1,1,28891,0
1,0,24,3,20,20,20,15,15,10,5,3.171118169,9,7,9,6.5,6,1,23,5,4,1,1,28891,1
1,0,21,4,12,18,20,16,16,18,5,3,9,4,8,6,1,1,24,8,2,1,5,26002.15194,0
1,0,27,1,20,20,20,10,10,20,5,3,7,5,7,4,3,1,24,8,2,1,5,23016.8668,0
1,0,21,4,10,20,40,10,10,10,5,7,6,6,8,7,6,1,24,8,2,1,5,38333.9846,1
1,1,27,2,10,20,20,15,20,15,7,5.774639414,3.870707774,8,8,7,5,1,24,8,2,1,5,22133.67946,0
1,1,25,2,20,20,15,15,15,15,4,4,10,4,10,4,5,1,24,8,2,1,5,17649.95065,0
1,1,23,2,20,20,20,15,15,10,2,2,7,1,7,2,3,1,24,8,2,1,5,36441.30358,0
1,0,22,3,17,10,18,20,25,10,1,3,4,6,7,2,3,0,24,8,2,1,5,24572.22824,0
1,1,22,2,20,22,18,15,15,10,5,4.531751704,5,3,5,5,4,0,24,8,2,1,5,38591.74489,0
1,1,23,2,10,20,20,20,20,10,4,6,7,5,6,6,5,1,24,8,2,1,5,41994.55205,0
1,1,24,2,35,10,20,20,10,5,4,5,5,5,6,5,4,1,24,8,2,1,5,37850.87825,0
1,0,27,4,50,0,50,0,0,0,5,5,9,6,7,5,3,1,24,8,2,1,5,14663.37392,0
1,1,30,2,30,20,30,10,0,10,5,5,7,5,7,6,3,1,24,8,2,1,5,35509.55534,1
1,0,21,4,30,5,30,15,15,5,4,6.990033569,6,4,6,5,4,1,24,8,2,1,5,31843.02789,0
1,1,25,2,20,23,23,22,7,5,6,7,7,8,8,8,8,1,24,8,2,1,5,33662.01734,0
1,1,26,2,20,25,20,15,15,5,1,1,1,1,1,1,6,1,24,8,2,1,5,50812.0594,0
1,1,27,2,10,10,30,25,10,15,4,2,6,2,8,3,2,1,24,8,2,1,5,55823.70692,0
1,0,23,1,50,10,20,10,10,0,3,2,8,4,10,5,1,1,24,8,2,1,5,55631.76774,0
1,0,24,3,20,20,20,15,15,10,7,5,6,7,8,8,7,1,24,8,2,1,5,29166.38852,1
1,0,21,4,12,18,20,16,16,18,7,2,7,5,8,6,1,1,24,3,2,3,5,39291.43432,0
1,0,27,1,20,20,20,10,10,20,6,6,7,7,8,6,6,1,24,3,2,3,2,20884.98076,1
1,0,21,4,10,20,40,10,10,10,7,9,6,6,7,9,10,0,24,3,2,3,2,39302.36666,1
1,1,27,2,10,20,20,15,20,15,5,6,8,4.261607306,8,7,7,1,24,3,2,3,2,42799.62601,0
1,1,25,2,20,20,15,15,15,15,6,3,9,7,9,5,4,1,24,3,2,3,2,41101.70817,0
1,1,23,2,20,20,20,15,15,10,3,4,6,6,7,5,4,1,24,3,2,3,2,51886.34734,0
1,0,22,3,17,10,18,20,25,10,1,1,2,2,4,1,4,1,24,3,2,3,2,21945.9365,0
1,1,22,2,20,22,18,15,15,10,8,2,7,3,7,6,4,1,24,3,2,3,2,31376.93705,1
1,1,23,2,10,20,20,20,20,10,6,3,6,5,7,7,4,1,24,3,2,3,2,52478.98806,0
1,1,24,2,35,10,20,20,10,5,4,5,8,5,7,5,4,1,24,3,2,3,2,62431.42309,0
1,0,27,4,50,0,50,0,0,0,5,6,4,5,9,6,3,1,24,3,2,3,2,47087.70888,0
1,1,30,2,30,20,30,10,0,10,5,7,5,2,6,4,2,1,24,3,2,3,2,61731.45879,0
1,0,21,4,30,5,30,15,15,5,4,3,5,4,5,5,4,1,24,3,2,3,2,71260.72634,0
1,1,25,2,20,23,23,22,7,5,5,5,7,7,7,6,6,1,24,3,2,3,2,56156.07343,0
1,1,26,2,20,25,20,15,15,5,1,1,1,1,1,1,5,0,24,3,2,3,2,52958.07063,0
1,1,27,2,10,10,30,25,10,15,7,6,9,6,8,7,7,1,24,3,2,3,2,55759.19312,1
1,0,23,1,50,10,20,10,10,0,5,7,5,4,7,5,1,1,24,3,2,3,2,45307.7959,0
1,0,24,3,20,20,20,15,15,10,4,1,5,4,7,2,1,1,24,3,2,3,2,39497.85293,0
1,0,21,4,12,18,20,16,16,18,6,4,8,6,8,5,2,1,28,8,2,6,2,42771.18792,0
1,0,27,1,20,20,20,10,10,20,6,6,6,4,7,6,6,1,28,8,2,6,2,31676.97092,1
1,0,21,4,10,20,40,10,10,10,6,5,7,6,7,7,5,1,28,8,2,6,2,56543.48578,1
1,1,27,2,10,20,20,15,20,15,7,5.816305472,8,7.11081143,8,8,6,1,28,8,2,6,2,41455.70967,0
1,1,25,2,20,20,15,15,15,15,6,7,8,5,7,7,5,1,28,8,2,6,2,43413.07573,0
1,1,23,2,20,20,20,15,15,10,4,3,4,1,6,2,2,1,28,8,2,6,2,29000.72826,0
1,0,22,3,17,10,18,20,25,10,3,1,5,4,6,1,2,1,28,8,2,6,2,30735.84603,0
1,1,22,2,20,22,18,15,15,10,6,2,7,4,7,6,4,1,28,8,2,6,2,49941.72873,1
1,1,23,2,10,20,20,20,20,10,4,5,6,2,5,4,3,1,28,8,2,6,2,18899.37514,0
1,1,24,2,35,10,20,20,10,5,4,4,6,3,7,5,4,1,28,8,2,6,2,15292.1802,0
1,0,27,4,50,0,50,0,0,0,8,6,9,5,9,8,5,1,28,8,2,6,2,50580.62675,0
1,1,30,2,30,20,30,10,0,10,6,3,7,3,7,5,2,1,28,8,2,6,2,34972.03505,0
1,0,21,4,30,5,30,15,15,5,4,5,6,5,6,5,3,1,28,8,2,6,2,32520.83503,0
1,1,25,2,20,23,23,22,7,5,7,9,8,7,9,8,8,1,28,8,2,6,2,16724.55774,1
1,1,26,2,20,25,20,15,15,5,2,4,8,2,5,3,5,1,28,8,2,6,2,49323.97417,0
1,1,27,2,10,10,30,25,10,15,6,2,5,4,7,4,3,1,28,8,2,6,2,22671.09453,0
1,0,23,1,50,10,20,10,10,0,6,3,8,3,8,4,1,1,28,8,2,6,2,40130.95803,0
1,0,24,3,20,20,20,15,15,10,4,1,5,1,7,5,1,1,28,8,2,6,2,38606.0026,0
1,0,21,4,12,18,20,16,16,18,6,5,8,6,8,8,2,1,26,8,2,2,2,23507.6199,0
1,0,27,1,20,20,20,10,10,20,8,7,6,7,7,7,4,1,26,8,2,2,2,7400.786028,1
1,0,21,4,10,20,40,10,10,10,7,6,7,7,7,7,5,1,26,8,2,2,2,42460.26361,1
1,1,27,2,10,20,20,15,20,15,9,8,7.523938323,8,7,8,7,1,26,8,2,2,7,31137.21783,1
1,1,25,2,20,20,15,15,15,15,7,6,10,6,8,8,7,1,26,8,2,2,7,28772.63437,0
1,1,23,2,20,20,20,15,15,10,7,4,5,6,5,6,5,1,26,8,2,2,7,31136.98749,0
1,0,22,3,17,10,18,20,25,10,8,4,4,6,6,6,5,1,26,8,2,2,7,47242.47514,1
1,1,22,2,20,22,18,15,15,10,8,9.835759569,6.063612837,5,6,7,4,1,26,8,2,2,7,40495.17673,1
1,1,23,2,10,20,20,20,20,10,8,5,5,7,7,7,6,1,26,8,2,2,7,45231.58156,0
1,1,24,2,35,10,20,20,10,5,9,5,6,7,7,7,4,1,26,8,2,2,7,47667.15492,0
1,0,27,4,50,0,50,0,0,0,8,7,8,5.731090037,8,8,5,1,26,8,2,2,7,44247.20684,0
1,1,30,2,30,20,30,10,0,10,8,4,6,5,9,6,2,1,26,8,2,2,7,21409.7717,0
1,0,21,4,30,5,30,15,15,5,9,5.312364705,8,7,9,8,8,1,26,8,2,2,7,14185.95302,1
1,1,25,2,20,23,23,22,7,5,8,10,8,9,9,8,8,1,26,8,2,2,7,6460.104313,1
1,1,26,2,20,25,20,15,15,5,2,2,4,3,4,3,5,1,26,8,2,2,7,54749.75799,0
1,1,27,2,10,10,30,25,10,15,8,5,6,7,9,6,6,1,26,8,2,2,7,30358.33009,1
1,0,23,1,50,10,20,10,10,0,10,3,5,9,6,6,2,1,26,8,2,2,7,30031.72981,0
1,0,24,3,20,20,20,15,15,10,8,3.022213065,6,9,9,5,2,1,26,8,2,2,7,50718.61351,0
1,0,21,4,12,18,20,16,16,18,4,3,7,4,7,5,1,1,30,8,2,2,7,51853.89435,0
1,0,27,1,20,20,20,10,10,20,5,5,6,6,7,5,4,1,30,8,2,2,7,42587.56151,0
1,0,21,4,10,20,40,10,10,10,5,6,6,6,7,6,5,1,30,8,2,2,7,16720.14457,0
1,1,27,2,10,20,20,15,20,15,5,7,7,7,7,7,7,1,30,8,2,2,7,26754.51987,0
1,1,25,2,20,20,15,15,15,15,3,5,10,8,9,8,4,1,30,8,2,2,7,47083.25581,0
1,1,23,2,20,20,20,15,15,10,3,2,6,4,6,2,2,1,30,8,2,2,7,29200.68757,0
1,0,22,3,17,10,18,20,25,10,1,4,4,4,5,3,5,1,30,8,2,2,7,33156.8184,0
1,1,22,2,20,22,18,15,15,10,5,3.511680578,6,7,6,6,4,1,30,8,2,2,7,19619.03144,0
1,1,23,2,10,20,20,20,20,10,5,6,7,7,5,8,6,1,30,8,2,2,7,36341.31946,0
1,1,24,2,35,10,20,20,10,5,2,2,6,2,4,4,3,1,30,8,2,2,7,39314.65818,0
1,0,27,4,50,0,50,0,0,0,7,8,8,7,8,6,5,1,30,8,2,2,7,64020.8547,0
1,1,30,2,30,20,30,10,0,10,4,4,7,7,6,6,2,1,30,8,2,2,7,53328.94152,0
1,0,21,4,30,5,30,15,15,5,3,3,5,3,5,5,4,1,30,8,2,2,7,47297.97611,0
1,1,25,2,20,23,23,22,7,5,5,8,7,8,8,6,8,1,30,8,2,2,7,40575.1044,0
1,1,26,2,20,25,20,15,15,5,1,1,2,1,5,1,6,0,30,8,2,2,7,43310.75995,0
1,1,27,2,10,10,30,25,10,15,3,6,6,6,7,5,5,1,30,8,2,2,7,56305.9411,0
1,0,23,1,50,10,20,10,10,0,7,3,4,7,7,8,2,1,30,8,2,2,7,50751.34163,0
1,0,24,3,20,20,20,15,15,10,5,7,5,8,8,7,5,1,30,8,2,2,7,44106.18676,1
1,0,21,4,12,18,20,16,16,18,7,3,6,5,7,6,1,1,22,12,2,9,7,14023.38936,0
1,0,27,1,20,20,20,10,10,20,7,6,7,7,7,7,4,1,22,12,2,9,7,51960.7026,1
1,0,21,4,10,20,40,10,10,10,6,5,6,8,6,6,5,1,22,12,2,9,7,44979.54991,0
1,1,27,2,10,20,20,15,20,15,7,2.925159853,7,8,7,7,6,1,22,12,2,9,7,21427.28364,0
1,1,25,2,20,20,15,15,15,15,7,6,6,8,8,7,6,1,22,12,2,9,7,44007.74586,0
1,1,23,2,20,20,20,15,15,10,6,3,6,7,5,4,4,1,22,12,2,9,2,16334.73299,0
1,0,22,3,17,10,18,20,25,10,4,7,6,5,4,3,1,1,22,12,2,9,2,33848.56131,0
1,1,22,2,20,22,18,15,15,10,8,6,8,8,8,8,5,1,22,12,2,9,2,4956.222689,1
1,1,23,2,10,20,20,20,20,10,7,7,5,7,5,8,7,1,22,12,2,9,2,41683.9737,0
1,1,24,2,35,10,20,20,10,5,8,8,8,8,8,8,8,1,22,12,2,9,2,24706.36945,1
1,0,27,4,50,0,50,0,0,0,7,4,6,9,7,7,2,1,22,12,2,9,2,33419.77088,0
1,1,30,2,30,20,30,10,0,10,8,8,7,6,6,7,3,1,22,12,2,9,2,68016.43838,1
1,1,25,2,20,23,23,22,7,5,8,6,7,8,7,7,7,1,22,12,2,9,2,19242.49848,1
1,1,26,2,20,25,20,15,15,5,3,3,2,2,2,2,5,1,22,12,2,9,2,17201.3832,0
1,1,27,2,10,10,30,25,10,15,8,6,4,9,6,7,6,1,22,12,2,9,2,45994.37871,1
1,0,23,1,50,10,20,10,10,0,8,3,5,8,5,8,4,1,22,12,2,9,2,47844.95438,1
1,0,24,3,20,20,20,15,15,10,8,5,5,7,6,7,3,1,22,12,2,9,2,55443.50379,1
1,1,21,4,12,18,20,16,16,18,9,8,9,9,10,9,5,1,25,8,4,1,2,62635,1
1,0,27,1,20,20,20,10,10,20,6,4,7,5,7,5,3,1,25,8,4,1,2,62635,0
1,1,21,4,10,20,40,10,10,10,7,7,6,7,6,8,6,1,25,8,4,1,2,62635,1
1,0,27,2,10,20,20,15,20,15,6,6,9.677261599,8,4.961961136,6,5,1,25,8,4,1,2,62635,0
1,0,25,2,20,20,15,15,15,15,8,8,9,8,9,9,8,1,25,8,4,1,2,62635,0
1,0,23,2,20,20,20,15,15,10,5,6,7,7,8,5,5,1,25,8,4,1,2,62635,0
1,0,22,3,17,10,18,20,25,10,4,4.869800435,6,5,4,2,3,1,25,8,4,1,6,62635,0
1,0,22,2,20,22,18,15,15,10,7,4,6,8,6,5,6,1,25,8,4,1,6,62635,0
1,0,23,2,10,20,20,20,20,10,8,7,7,7,7,9,7,0,25,8,4,1,6,62635,1
1,0,24,2,35,10,20,20,10,5,7,5,7,6,8,7,8,1,25,8,4,1,6,62635,1
1,1,27,4,50,0,50,0,0,0,6,6,6,9,9,7,5,1,25,8,4,1,6,62635,0
1,0,30,2,30,20,30,10,0,10,6,5,7,5,8,7,2,1,25,8,4,1,6,62635,0
1,1,21,4,30,5,30,15,15,5,7,6,8,7,8,7,7,1,25,8,4,1,6,62635,1
1,0,25,2,20,23,23,22,7,5,7,10,9,9,9,8,8,1,25,8,4,1,6,62635,1
1,0,26,2,20,25,20,15,15,5,4,8,10,8,8,8,5,0,25,8,4,1,6,62635,1
1,0,27,2,10,10,30,25,10,15,6,4,4,4,5,3,3,1,25,8,4,1,6,62635,0
