gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,shar_o,amb_o,fun_o,intel_o,like_o,prob_o,met_o,age,field_cd,race,imprace,career_c,income,dec_o
0,0,27,2,35,20,20,20,0,5,6,5,7,8,7,6,4,1,26,13,6,1,9,39884.28798,0
0,0,22,2,60,0,0,40,0,0,8,5,6,7,10,8,4,1,26,13,6,1,9,48720.83238,1
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,1,26,13,6,1,9,46097.77873,1
0,0,24,3,30,10,20,10,10,20,7,7,7,9,8,7,8,1,26,13,6,1,9,44254.15991,1
0,0,25,2,50,0,30,10,0,10,6,7,7,8,7,6,5,1,26,13,6,1,9,23102.38389,1
0,0,30,2,35,15,25,10,5,10,8,5,6,8,7,8,4,1,26,13,6,1,9,24420.79908,1
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7,5,6,7,7,7,5,1,26,13,6,1,9,45376.81713,0
0,0,28,2,50,0,25,10,0,15,6,6,6,7,6,6,6,1,26,13,6,1,9,23056.4161,1
0,0,24,2,100,0,0,0,0,0,5,6,6,6,6,6,6,1,26,13,6,1,9,35343.16039,0
0,1,27,2,35,20,20,20,0,5,7,5,6,8,7,6,3,1,26,13,2,4,9,48652,0
0,1,22,2,60,0,0,40,0,0,1,1,1,1,1,1,1,1,26,13,2,4,9,48652,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,1,26,13,2,4,9,48652,1
0,1,23,2,30,5,15,40,5,5,7,8,8,9,7,7,7,0,26,13,2,4,9,48652,1
0,0,24,3,30,10,20,10,10,20,6,0.589822578,8,7,9,6,6,1,26,13,2,4,9,48652,1
0,1,30,2,35,15,25,10,5,10,7,4,4,3,4,3,6,1,26,13,2,4,9,48652,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,5,6,6,6,7,6,1,26,13,2,4,9,48652,0
0,1,28,2,50,0,25,10,0,15,7,6,6,7,7,7,8,1,26,13,2,4,9,48652,1
0,1,24,2,100,0,0,0,0,0,6,6,6,6,6,7,7,1,26,13,2,4,9,48652,0
1,0,21,4,15,20,20,15,15,15,6,5,6,7,7,7,6,1,27,8,2,7,2,22696.46379,1
1,1,24,2,45,5,25,20,0,5,5,3,6,4,8,6,4,1,27,8,2,7,2,24723.27801,0
1,1,25,2,35,10,35,10,10,0,7,9,8,7,10,8,7,0,27,8,2,7,2,35300.96905,0
1,1,23,2,20,20,20,20,10,10,4,7,8,5,8,6,7,1,27,8,2,7,2,48012.32918,0
1,1,21,2,20,5,25,25,10,15,5,2,2,2,8,7,5,1,27,8,2,7,2,41272.32438,0
1,0,23,4,10,25,20,25,5,15,6,6,7,6,7,6,6,1,27,8,2,7,2,13876.51784,1
1,0,22,4,15,15,25,20,15,10,4,4,7,5,8,7,4,1,27,8,2,7,2,47661.80667,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,5,7,4,7,4,5,1,27,8,2,7,2,26389.63487,1
1,0,26,6,20,10,20,30,10,10,8,6,7,8,9,5,5,1,27,8,2,7,2,35356.06473,1
1,1,26,2,15,15,15,40,10,5,6,3.13204061,6,6,10,6,3,1,27,8,2,7,2,23734.99316,0
1,0,21,4,15,20,20,15,15,15,7,6,5,8,7,7,5,0,22,1,2,1,1,29237,1
1,1,24,2,45,5,25,20,0,5,8,6,9,6,6,7,3,1,22,1,2,1,1,29237,0
1,1,25,2,35,10,35,10,10,0,9,7,9,8,9,8,7,1,22,1,2,1,1,29237,0
1,1,23,2,20,20,20,20,10,10,8,8,7,10,8,8,1,0,22,1,2,1,1,29237,0
1,1,21,2,20,5,25,25,10,15,8,5,5,5,6,6,4,0,22,1,2,1,1,29237,0
1,0,23,4,10,25,20,25,5,15,6,2,8,6,9,7,6,1,22,1,2,1,1,29237,1
1,0,22,4,15,15,25,20,15,10,6,4,9,4,8,7,3,0,22,1,2,1,1,29237,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,7,6,9,7,8,7,1,22,1,2,1,1,29237,1
1,0,26,6,20,10,20,30,10,10,10,10,10,10,10,10,5,1,22,1,2,1,1,29237,1
1,1,26,2,15,15,15,40,10,5,1,1.832064803,1,1,1,1,1,0,22,1,2,1,1,29237,0
1,0,24,2,45,5,25,20,0,5,5,4,3,6,9,6,7,1,22,1,4,3,1,30669.51552,0
1,0,25,2,35,10,35,10,10,0,7,7,9,7,9,8,7,1,22,1,4,3,1,42759.86965,0
1,0,23,2,20,20,20,20,10,10,4,7,6,8,8,4,1,1,22,1,4,3,1,50398.80976,0
1,0,21,2,20,5,25,25,10,15,4,5,6,8,8,6,5,0,22,1,4,3,1,46384.14472,0
1,1,23,4,10,25,20,25,5,15,4,2,3,4,9,6,2,0,22,1,4,3,1,48150.1415,0
1,1,22,4,15,15,25,20,15,10,3,8,8,7,8,7,8,0,22,1,4,3,1,54378.22283,0
1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,7,7,6,8,5,5,1,22,1,4,3,1,41195.5278,1
1,0,26,6,20,10,20,30,10,10,5,6,6,6,10,8,5,1,22,1,4,3,1,30404.83006,1
1,0,26,2,15,15,15,40,10,5,6,5.93296618,6,10,10,7,6,1,22,1,4,3,1,56278.64846,1
1,0,21,4,15,20,20,15,15,15,7,8,6,7,8,7,6,1,23,1,2,1,1,56580,1
1,1,24,2,45,5,25,20,0,5,7,7,5,6,7,7,8,1,23,1,2,1,1,56580,1
1,1,25,2,35,10,35,10,10,0,9,7,9,7,9,8,7,1,23,1,2,1,1,56580,0
1,1,23,2,20,20,20,20,10,10,8,10,7,10,7,8,10,0,23,1,2,1,1,56580,1
1,1,21,2,20,5,25,25,10,15,8,9,7,7,5,8,2,0,23,1,2,1,1,56580,1
1,0,23,4,10,25,20,25,5,15,8,8,2,8,7,9,4,1,23,1,2,1,1,56580,1
1,0,22,4,15,15,25,20,15,10,7,6,7,7,8,8,6,0,23,1,2,1,1,56580,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,5,6,6,5,5,6,1,23,1,2,1,1,56580,1
1,0,26,6,20,10,20,30,10,10,10,7,7,8,8,7,5,1,23,1,2,1,1,56580,1
1,1,26,2,15,15,15,40,10,5,10,4.587265535,10,10,10,10,1,0,23,1,2,1,1,56580,0
1,0,21,4,15,20,20,15,15,15,5,6,6,7,7,6,6,1,24,1,3,3,1,36782,1
1,0,24,2,45,5,25,20,0,5,6,8,7,9,7,8,6,0,24,1,3,3,1,36782,0
1,0,23,2,20,20,20,20,10,10,6,9,8,9,8,7,7,1,24,1,3,3,1,36782,0
1,0,21,2,20,5,25,25,10,15,6,8,4,5,7,7,4,1,24,1,3,3,1,36782,0
1,0,23,4,10,25,20,25,5,15,5,2,4,8,8,4,3,0,24,1,3,3,1,36782,0
1,0,22,4,15,15,25,20,15,10,4,5,8,4,7,5,6,0,24,1,3,3,1,36782,0
1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,7,6,5,8,6,5,1,24,1,3,3,1,36782,1
1,0,26,6,20,10,20,30,10,10,5,5,5,8,8,5,5,1,24,1,3,3,1,36782,1
1,0,26,2,15,15,15,40,10,5,5,6.932869333,7,7,7,6,1,1,24,1,3,3,1,36782,0
1,0,21,4,15,20,20,15,15,15,4,4,6,4,7,6,5,1,25,8,2,9,7,32601.60778,0
1,1,24,2,45,5,25,20,0,5,8,2,6,3,8,6,5,1,25,8,2,9,7,72793.20238,0
1,1,23,2,20,20,20,20,10,10,5,2,8,4,8,4,3,1,25,8,2,9,7,24835.62972,0
1,1,21,2,20,5,25,25,10,15,5,8,7,5,7,7,3,1,25,8,2,9,7,38951.30292,1
1,0,23,4,10,25,20,25,5,15,3,1,1,1,6,2,2,1,25,8,2,9,7,61958.71291,0
1,0,22,4,15,15,25,20,15,10,4,4,5,4,7,5,5,1,25,8,2,9,7,26468.73534,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,7,6,5,8,6,5,1,25,8,2,9,7,50872.73013,1
1,0,26,6,20,10,20,30,10,10,8,5,6,7,9,6,5,1,25,8,2,9,7,57177.58363,1
1,1,26,2,15,15,15,40,10,5,5,4.325340639,6,4,6,6,1,1,25,8,2,9,7,40699.77266,0
1,0,21,4,15,20,20,15,15,15,7,7,6,4,7,6,5,1,30,13,2,1,2,38548,1
1,1,24,2,45,5,25,20,0,5,7,9,7,6,9,8,7,1,30,13,2,1,2,38548,1
1,1,25,2,35,10,35,10,10,0,8,9,7,7,10,8,7,1,30,13,2,1,2,38548,0
1,1,23,2,20,20,20,20,10,10,7,5,10,7,10,5,1,1,30,13,2,1,2,38548,0
1,1,21,2,20,5,25,25,10,15,6,6,5,5,8,6,3,1,30,13,2,1,2,38548,1
1,0,23,4,10,25,20,25,5,15,8,4,3,8,8,8,7,1,30,13,2,1,2,38548,1
1,0,22,4,15,15,25,20,15,10,7,7,7,7,8,8,7,1,30,13,2,1,2,38548,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,7,7,5,8,6,6,1,30,13,2,1,2,38548,1
1,0,26,6,20,10,20,30,10,10,6,6,6,6,9,7,5,1,30,13,2,1,2,38548,1
1,1,26,2,15,15,15,40,10,5,5,5.202021168,9,6,8,7,1,1,30,13,2,1,2,38548,1
1,0,21,4,15,20,20,15,15,15,4,6,5,6,7,6,7,0,27,8,2,8,7,52010,0
1,1,24,2,45,5,25,20,0,5,5,5,9,5,7,5,6,1,27,8,2,8,7,52010,0
1,1,25,2,35,10,35,10,10,0,7,7,9,8,9,8,7,1,27,8,2,8,7,52010,0
1,1,23,2,20,20,20,20,10,10,5,7,9,5,9,6,6,1,27,8,2,8,7,52010,0
1,1,21,2,20,5,25,25,10,15,5,5,7,6,7,6,4,1,27,8,2,8,7,52010,1
1,0,23,4,10,25,20,25,5,15,4,3,8,2,9,5,5,1,27,8,2,8,7,52010,0
1,0,22,4,15,15,25,20,15,10,5,5,9,5,8,5,7,1,27,8,2,8,7,52010,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,6,5,4,7,5,4,1,27,8,2,8,7,52010,1
1,0,26,6,20,10,20,30,10,10,6,6,9,7,8,7,5,1,27,8,2,8,7,52010,1
1,1,26,2,15,15,15,40,10,5,5,4.451733015,5,4,6,5,5,1,27,8,2,8,7,52010,0
1,0,21,4,15,20,20,15,15,15,7,8,8,9,8,7,7,1,28,8,2,1,7,49893.31736,1
1,1,24,2,45,5,25,20,0,5,7,5,4,9,8,5,6,1,28,8,2,1,7,36294.19336,1
1,1,25,2,35,10,35,10,10,0,9,9,9,9,9,9,7,1,28,8,2,1,7,13426.0392,0
1,1,23,2,20,20,20,20,10,10,9,8,7,10,10,8,8,1,28,8,2,1,7,23494.57786,1
1,1,21,2,20,5,25,25,10,15,7,9,7,8,7,9,4,1,28,8,2,1,7,44810.22671,1
1,0,23,4,10,25,20,25,5,15,7,9,6,8,8,9,6,1,28,8,2,1,7,43310.84231,1
1,0,22,4,15,15,25,20,15,10,6,6,8,8,8,6,6,1,28,8,2,1,7,41021.93687,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,9,8,9,5,7,10,1,28,8,2,1,7,16307.48183,1
1,0,26,6,20,10,20,30,10,10,8,5,5,6,5,7,6,1,28,8,2,1,7,28082.77322,1
1,1,26,2,15,15,15,40,10,5,9,9,9,9,9,9,9,1,28,8,2,1,7,48193.1161,1
1,0,21,4,15,20,20,15,15,15,5,8,10,8,6,6,6,1,24,8,2,1,7,43328.23667,1
1,1,24,2,45,5,25,20,0,5,6,8,9,7,8,8,7,1,24,8,2,1,7,40662.61292,1
1,1,25,2,35,10,35,10,10,0,8,7,9,7,9,8,7,1,24,8,2,1,7,19838.26199,0
1,1,23,2,20,20,20,20,10,10,8,8,8,10,10,10,8,1,24,8,2,1,7,47844.00606,1
1,1,21,2,20,5,25,25,10,15,9,5,6,9,7,10,3,1,24,8,2,1,7,55375.93526,1
1,0,23,4,10,25,20,25,5,15,8,7,10,9,9,9,8,1,24,8,2,1,7,17073.13266,1
1,0,22,4,15,15,25,20,15,10,8,6,8,7,7,7,5,1,24,8,2,1,7,53171.35195,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,7,8,9,7,8,8,7,1,24,8,2,1,7,33172.07086,1
1,0,26,6,20,10,20,30,10,10,7,8,7,8,7,8,5,1,24,8,2,1,7,20418.32303,1
1,1,26,2,15,15,15,40,10,5,9,8,8,10,8,9,10,1,24,8,2,1,7,51102.71039,1
0,1,23,4,20,25,20,15,10,10,3,2,9,5,9,6,7,1,21,5,4,8,10,11447.88452,0
0,0,24,2,25,35,30,10,0,0,4,2,6,4,6,5,2,1,21,5,4,8,10,49375.98077,0
0,0,24,2,25,15,25,25,15,15,6,7,7,6,8,8,8,1,21,5,4,8,10,45770.58809,1
0,0,28,2,25,15,25,15,0,20,7,6,9,7,8,7,7,1,21,5,4,8,10,22019.83322,1
0,0,26,2,20,35,20,10,10,5,6,8,9,8,10,8,6,1,21,5,4,8,10,33755.31648,0
0,0,30,2,20,20,25,25,5,5,9,7,5,5,6,5,6,1,21,5,4,8,10,44411.01912,1
0,0,22,2,30,15,25,25,5,0,3,3,8,5,5,4,2,1,21,5,4,8,10,27057.35055,0
0,1,25,4,20,20,20,20,5,15,6,4,6,4,8,6,6,1,21,5,4,8,10,51276.40642,0
0,0,27,1,35,10,20,15,10,10,5,4.653805276,5.849416751,4.45056954,8,7,7,1,21,5,4,8,10,19041.65707,0
0,0,23,2,25,10,35,15,0,15,2,2,2,3,8,5,3,1,21,5,4,8,10,47282.94767,0
0,0,21,2,15,20,15,30,5,15,6,6,7,6,8,6,3,1,21,5,4,8,10,58044.83358,0
0,0,28,2,40,15,20,10,5,10,6,6,7,7,8,7,7,1,21,5,4,8,10,47418.49844,0
0,0,28,2,40,20,20,20,0,0,5,5,7,7,7,5,5,1,21,5,4,8,10,45664.64213,0
0,0,23,1,20,25,25,10,10,10,5,5,9,7,10,6,6,1,21,5,4,8,10,46306.75044,0
0,0,25,4,25,20,25,20,10,0,4,4,6,8,8,3,1,1,27,9,1,1,5,28418,0
0,0,23,4,20,25,20,15,10,10,3,1,5,5,8,2,1,1,27,9,1,1,5,28418,0
0,0,24,2,25,35,30,10,0,0,4,1,5,3,5,5,2,1,27,9,1,1,5,28418,0
0,0,24,2,25,15,25,25,15,15,6,5,8,6,6,6,5,1,27,9,1,1,5,28418,1
0,0,28,2,25,15,25,15,0,20,7,5,6,5,7,6,5,1,27,9,1,1,5,28418,1
0,0,26,2,20,35,20,10,10,5,5,5,6,5,5,5,5,1,27,9,1,1,5,28418,0
0,0,22,2,30,15,25,25,5,0,4,3,4.584100927,5,6,5,1,1,27,9,1,1,5,28418,0
0,0,25,4,20,20,20,20,5,15,7,5.359509567,7,7,7,7,4,1,27,9,1,1,5,28418,0
0,1,27,1,35,10,20,15,10,10,6,5.989315555,6.715172824,6,7,7,7,0,27,9,1,1,5,28418,0
0,0,23,2,25,10,35,15,0,15,2,1,2,2,3,2,1,1,27,9,1,1,5,28418,0
0,0,21,2,15,20,15,30,5,15,4,5,5,6,7,4,2,1,27,9,1,1,5,28418,0
0,0,28,2,40,15,20,10,5,10,6,6,8,7,8,7,5,1,27,9,1,1,5,28418,0
0,0,28,2,40,20,20,20,0,0,4,5,6,6,7,6,4,1,27,9,1,1,5,28418,0
0,1,23,1,20,25,25,10,10,10,5,8,10,7,9,7,7,1,27,9,1,1,5,28418,0
0,1,25,4,25,20,25,20,10,0,5,3,4,7,3,1,1,1,21,3,4,9,3,50957.86511,0
0,1,23,4,20,25,20,15,10,10,6,5.855602038,9,8,9,8,8,1,21,3,4,9,3,53928.56121,0
0,0,24,2,25,35,30,10,0,0,4,2,3,4,5,6,4,0,21,3,4,9,3,39064.30989,1
0,0,24,2,25,15,25,25,15,15,8,8,7,10,8,8,8,0,21,3,4,9,3,59430.05533,1
0,0,28,2,25,15,25,15,0,20,7,6,6,6,7,7,7,1,21,3,4,9,3,57738.90427,1
0,0,26,2,20,35,20,10,10,5,6,9,8,8,9,8,6,1,21,3,4,9,3,1281.604352,0
0,0,30,2,20,20,25,25,5,5,5,4,7,4,6,6,5,1,21,3,4,9,3,46353.83354,1
0,0,22,2,30,15,25,25,5,0,4,3,3,4,6,3,2,1,21,3,4,9,3,28142.39037,0
0,1,25,4,20,20,20,20,5,15,7,3,7,6,8,6,5,1,21,3,4,9,3,23345.01625,0
0,0,23,2,25,10,35,15,0,15,4,1,1,1,4,2,5,1,21,3,4,9,3,25060.16786,0
0,0,21,2,15,20,15,30,5,15,7,5,6,6,6,5,2,1,21,3,4,9,3,54033.27484,0
0,0,28,2,40,15,20,10,5,10,7,6,8,7,8,7,6,1,21,3,4,9,3,24362.40179,1
0,0,28,2,40,20,20,20,0,0,6,7,9,7,7,7,5,1,21,3,4,9,3,43983.27567,1
0,0,23,1,20,25,25,10,10,10,6,7,10,8,10,7,7,1,21,3,4,9,3,45835.41662,0
0,0,25,4,25,20,25,20,10,0,5,5,8,9,9,2,3,1,27,11,2,2,9,43185,0
0,0,23,4,20,25,20,15,10,10,7,2,8,9,7,3,1,1,27,11,2,2,9,43185,0
0,1,24,2,25,35,30,10,0,0,5,2,7,4,6,5,5,1,27,11,2,2,9,43185,0
0,1,24,2,25,15,25,25,15,15,5,8,8,7,8,8,6,1,27,11,2,2,9,43185,1
0,1,28,2,25,15,25,15,0,20,6,5,5,6,6,5,6,1,27,11,2,2,9,43185,1
0,1,26,2,20,35,20,10,10,5,7,9,7,8,8,8,5,1,27,11,2,2,9,43185,0
0,1,30,2,20,20,25,25,5,5,6,4,6,5,6,6,6,1,27,11,2,2,9,43185,1
0,1,22,2,30,15,25,25,5,0,6,3,9.635900106,5,8,5,3,1,27,11,2,2,9,43185,0
0,0,25,4,20,20,20,20,5,15,7,7,6,5,6,7,4,1,27,11,2,2,9,43185,1
0,0,27,1,35,10,20,15,10,10,7,5.230818945,6.716730776,9,5.335142109,8.5,7,1,27,11,2,2,9,43185,1
0,1,23,2,25,10,35,15,0,15,7,6,6,6,7,6,2,1,27,11,2,2,9,43185,1
0,1,21,2,15,20,15,30,5,15,7,2,6,5,9,4,2,1,27,11,2,2,9,43185,0
0,1,28,2,40,15,20,10,5,10,8,7,7,8,8,7,7,1,27,11,2,2,9,43185,0
0,1,28,2,40,20,20,20,0,0,8,8,7,7,8,7,5,1,27,11,2,2,9,43185,1
0,0,23,1,20,25,25,10,10,10,8,6,8,8,9,8,6,1,27,11,2,2,9,43185,1
0,0,25,4,25,20,25,20,10,0,8,4,8,9,9,3,1,1,25,11,2,10,9,23152,0
0,0,23,4,20,25,20,15,10,10,8,4.122381063,5,7,7,8,6,1,25,11,2,10,9,23152,1
0,1,24,2,25,35,30,10,0,0,8,1,5,6,6,6,1,1,25,11,2,10,9,23152,1
0,1,24,2,25,15,25,25,15,15,7,4,5,7,6,7,6,1,25,11,2,10,9,23152,1
0,1,28,2,25,15,25,15,0,20,7,6,6,7,6,7,7,1,25,11,2,10,9,23152,1
0,1,26,2,20,35,20,10,10,5,10,8,7,8,7,9.5,6,0,25,11,2,10,9,23152,1
0,1,30,2,20,20,25,25,5,5,6,2,5,5,5,6,5,1,25,11,2,10,9,23152,1
0,1,22,2,30,15,25,25,5,0,9,5,6.564927937,8,7,8,7,1,25,11,2,10,9,23152,1
0,0,25,4,20,20,20,20,5,15,9,5,6,8,7,8,4,1,25,11,2,10,9,23152,1
0,0,27,1,35,10,20,15,10,10,7,3.800086356,7.907282063,5.973878565,7.981650078,8,7,1,25,11,2,10,9,23152,1
0,1,23,2,25,10,35,15,0,15,6,2,2,6,7,3,3,1,25,11,2,10,9,23152,0
0,1,21,2,15,20,15,30,5,15,8,6,6,7,7,7,3,1,25,11,2,10,9,23152,1
0,1,28,2,40,15,20,10,5,10,9,7,8,8,8,8,8,1,25,11,2,10,9,23152,1
0,1,28,2,40,20,20,20,0,0,8,5,7,9,9,7,5,1,25,11,2,10,9,23152,1
0,0,23,1,20,25,25,10,10,10,8,8,9,10,8,9,6,1,25,11,2,10,9,23152,1
0,0,25,4,25,20,25,20,10,0,8,4,7,8,9,3,1,1,23,11,2,2,9,43664,0
0,0,23,4,20,25,20,15,10,10,7,4.661246741,8,9,8,7,4,1,23,11,2,2,9,43664,1
0,1,24,2,25,35,30,10,0,0,6,2,5,5,7,5,4,1,23,11,2,2,9,43664,1
0,1,24,2,25,15,25,25,15,15,8,7,7,8,7,9,7,1,23,11,2,2,9,43664,1
0,1,28,2,25,15,25,15,0,20,7,7,6,7,8,8,7,1,23,11,2,2,9,43664,1
0,1,26,2,20,35,20,10,10,5,10,8,7,10,9,9.5,7,1,23,11,2,2,9,43664,1
0,1,30,2,20,20,25,25,5,5,5,6,6,6,6,6,6,1,23,11,2,2,9,43664,1
0,1,22,2,30,15,25,25,5,0,9,8,6.473031775,9,7,9,8,1,23,11,2,2,9,43664,1
0,0,25,4,20,20,20,20,5,15,9,8,7,7,7,8,6,1,23,11,2,2,9,43664,1
0,0,27,1,35,10,20,15,10,10,8,5.044900887,7.083956981,5.246108591,5.905820753,8,7,1,23,11,2,2,9,43664,1
0,1,23,2,25,10,35,15,0,15,7,2,3,5,5,6,6,1,23,11,2,2,9,43664,1
0,1,21,2,15,20,15,30,5,15,8,6,6,7,7,7,3,1,23,11,2,2,9,43664,1
0,1,28,2,40,15,20,10,5,10,9,8,8,9,9,8,8,1,23,11,2,2,9,43664,1
0,1,28,2,40,20,20,20,0,0,8,6,7,8,7,7,4,1,23,11,2,2,9,43664,1
0,0,23,1,20,25,25,10,10,10,8,8,9,9,8,9,7,1,23,11,2,2,9,43664,1
0,0,25,4,25,20,25,20,10,0,9,5,7,8,6,5,2,1,22,3,3,1,9,48441,0
0,0,23,4,20,25,20,15,10,10,8,7.729000178,8,9,8,9,6,1,22,3,3,1,9,48441,1
0,0,24,2,25,35,30,10,0,0,7,5,3,7,5,6,2,1,22,3,3,1,9,48441,1
0,0,24,2,25,15,25,25,15,15,9,5,6,7,7,7,6,1,22,3,3,1,9,48441,1
0,0,28,2,25,15,25,15,0,20,8,7,6,8,7,8,7,1,22,3,3,1,9,48441,1
