gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,shar_o,amb_o,fun_o,intel_o,like_o,prob_o,met_o,age,field_cd,race,imprace,career_c,income,dec_o
0,0,27,2,35,20,20,20,0,5,6,5,7,8,7,6,4,1,26,13,6,1,9,39884.28798,0
0,0,22,2,60,0,0,40,0,0,8,5,6,7,10,8,4,1,26,13,6,1,9,48720.83238,1
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,1,26,13,6,1,9,46097.77873,1
0,0,24,3,30,10,20,10,10,20,7,7,7,9,8,7,8,1,26,13,6,1,9,44254.15991,1
0,0,25,2,50,0,30,10,0,10,6,7,7,8,7,6,5,1,26,13,6,1,9,23102.38389,1
0,0,30,2,35,15,25,10,5,10,8,5,6,8,7,8,4,1,26,13,6,1,9,24420.79908,1
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7,5,6,7,7,7,5,1,26,13,6,1,9,45376.81713,0
0,0,28,2,50,0,25,10,0,15,6,6,6,7,6,6,6,1,26,13,6,1,9,23056.4161,1
0,0,24,2,100,0,0,0,0,0,5,6,6,6,6,6,6,1,26,13,6,1,9,35343.16039,0
0,1,27,2,35,20,20,20,0,5,7,5,6,8,7,6,3,1,26,13,2,4,9,48652,0
0,1,22,2,60,0,0,40,0,0,1,1,1,1,1,1,1,1,26,13,2,4,9,48652,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,1,26,13,2,4,9,48652,1
0,1,23,2,30,5,15,40,5,5,7,8,8,9,7,7,7,0,26,13,2,4,9,48652,1
0,0,24,3,30,10,20,10,10,20,6,0.589822578,8,7,9,6,6,1,26,13,2,4,9,48652,1
0,1,30,2,35,15,25,10,5,10,7,4,4,3,4,3,6,1,26,13,2,4,9,48652,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,5,6,6,6,7,6,1,26,13,2,4,9,48652,0
0,1,28,2,50,0,25,10,0,15,7,6,6,7,7,7,8,1,26,13,2,4,9,48652,1
0,1,24,2,100,0,0,0,0,0,6,6,6,6,6,7,7,1,26,13,2,4,9,48652,0
0,1,23,4,20,25,20,15,10,10,3,2,9,5,9,6,7,1,21,5,4,8,10,11447.88452,0
0,0,24,2,25,35,30,10,0,0,4,2,6,4,6,5,2,1,21,5,4,8,10,49375.98077,0
0,0,24,2,25,15,25,25,15,15,6,7,7,6,8,8,8,1,21,5,4,8,10,45770.58809,1
0,0,28,2,25,15,25,15,0,20,7,6,9,7,8,7,7,1,21,5,4,8,10,22019.83322,1
0,0,26,2,20,35,20,10,10,5,6,8,9,8,10,8,6,1,21,5,4,8,10,33755.31648,0
0,0,30,2,20,20,25,25,5,5,9,7,5,5,6,5,6,1,21,5,4,8,10,44411.01912,1
0,0,22,2,30,15,25,25,5,0,3,3,8,5,5,4,2,1,21,5,4,8,10,27057.35055,0
0,1,25,4,20,20,20,20,5,15,6,4,6,4,8,6,6,1,21,5,4,8,10,51276.40642,0
0,0,27,1,35,10,20,15,10,10,5,4.653805276,5.849416751,4.45056954,8,7,7,1,21,5,4,8,10,19041.65707,0
0,0,23,2,25,10,35,15,0,15,2,2,2,3,8,5,3,1,21,5,4,8,10,47282.94767,0
0,0,21,2,15,20,15,30,5,15,6,6,7,6,8,6,3,1,21,5,4,8,10,58044.83358,0
0,0,28,2,40,15,20,10,5,10,6,6,7,7,8,7,7,1,21,5,4,8,10,47418.49844,0
0,0,28,2,40,20,20,20,0,0,5,5,7,7,7,5,5,1,21,5,4,8,10,45664.64213,0
0,0,23,1,20,25,25,10,10,10,5,5,9,7,10,6,6,1,21,5,4,8,10,46306.75044,0
0,0,25,4,25,20,25,20,10,0,4,4,6,8,8,3,1,1,27,9,1,1,5,28418,0
0,0,23,4,20,25,20,15,10,10,3,1,5,5,8,2,1,1,27,9,1,1,5,28418,0
0,0,24,2,25,35,30,10,0,0,4,1,5,3,5,5,2,1,27,9,1,1,5,28418,0
0,0,24,2,25,15,25,25,15,15,6,5,8,6,6,6,5,1,27,9,1,1,5,28418,1
0,0,28,2,25,15,25,15,0,20,7,5,6,5,7,6,5,1,27,9,1,1,5,28418,1
0,0,26,2,20,35,20,10,10,5,5,5,6,5,5,5,5,1,27,9,1,1,5,28418,0
0,0,22,2,30,15,25,25,5,0,4,3,4.584100927,5,6,5,1,1,27,9,1,1,5,28418,0
0,0,25,4,20,20,20,20,5,15,7,5.359509567,7,7,7,7,4,1,27,9,1,1,5,28418,0
0,1,27,1,35,10,20,15,10,10,6,5.989315555,6.715172824,6,7,7,7,0,27,9,1,1,5,28418,0
0,0,23,2,25,10,35,15,0,15,2,1,2,2,3,2,1,1,27,9,1,1,5,28418,0
0,0,21,2,15,20,15,30,5,15,4,5,5,6,7,4,2,1,27,9,1,1,5,28418,0
0,0,28,2,40,15,20,10,5,10,6,6,8,7,8,7,5,1,27,9,1,1,5,28418,0
0,0,28,2,40,20,20,20,0,0,4,5,6,6,7,6,4,1,27,9,1,1,5,28418,0
0,1,23,1,20,25,25,10,10,10,5,8,10,7,9,7,7,1,27,9,1,1,5,28418,0
0,1,25,4,25,20,25,20,10,0,5,3,4,7,3,1,1,1,21,3,4,9,3,50957.86511,0
0,1,23,4,20,25,20,15,10,10,6,5.855602038,9,8,9,8,8,1,21,3,4,9,3,53928.56121,0
0,0,24,2,25,35,30,10,0,0,4,2,3,4,5,6,4,0,21,3,4,9,3,39064.30989,1
0,0,24,2,25,15,25,25,15,15,8,8,7,10,8,8,8,0,21,3,4,9,3,59430.05533,1
0,0,28,2,25,15,25,15,0,20,7,6,6,6,7,7,7,1,21,3,4,9,3,57738.90427,1
0,0,26,2,20,35,20,10,10,5,6,9,8,8,9,8,6,1,21,3,4,9,3,1281.604352,0
0,0,30,2,20,20,25,25,5,5,5,4,7,4,6,6,5,1,21,3,4,9,3,46353.83354,1
0,0,22,2,30,15,25,25,5,0,4,3,3,4,6,3,2,1,21,3,4,9,3,28142.39037,0
0,1,25,4,20,20,20,20,5,15,7,3,7,6,8,6,5,1,21,3,4,9,3,23345.01625,0
0,0,23,2,25,10,35,15,0,15,4,1,1,1,4,2,5,1,21,3,4,9,3,25060.16786,0
0,0,21,2,15,20,15,30,5,15,7,5,6,6,6,5,2,1,21,3,4,9,3,54033.27484,0
0,0,28,2,40,15,20,10,5,10,7,6,8,7,8,7,6,1,21,3,4,9,3,24362.40179,1
0,0,28,2,40,20,20,20,0,0,6,7,9,7,7,7,5,1,21,3,4,9,3,43983.27567,1
0,0,23,1,20,25,25,10,10,10,6,7,10,8,10,7,7,1,21,3,4,9,3,45835.41662,0
0,0,25,4,25,20,25,20,10,0,5,5,8,9,9,2,3,1,27,11,2,2,9,43185,0
0,0,23,4,20,25,20,15,10,10,7,2,8,9,7,3,1,1,27,11,2,2,9,43185,0
0,1,24,2,25,35,30,10,0,0,5,2,7,4,6,5,5,1,27,11,2,2,9,43185,0
0,1,24,2,25,15,25,25,15,15,5,8,8,7,8,8,6,1,27,11,2,2,9,43185,1
0,1,28,2,25,15,25,15,0,20,6,5,5,6,6,5,6,1,27,11,2,2,9,43185,1
0,1,26,2,20,35,20,10,10,5,7,9,7,8,8,8,5,1,27,11,2,2,9,43185,0
0,1,30,2,20,20,25,25,5,5,6,4,6,5,6,6,6,1,27,11,2,2,9,43185,1
0,1,22,2,30,15,25,25,5,0,6,3,9.635900106,5,8,5,3,1,27,11,2,2,9,43185,0
0,0,25,4,20,20,20,20,5,15,7,7,6,5,6,7,4,1,27,11,2,2,9,43185,1
0,0,27,1,35,10,20,15,10,10,7,5.230818945,6.716730776,9,5.335142109,8.5,7,1,27,11,2,2,9,43185,1
0,1,23,2,25,10,35,15,0,15,7,6,6,6,7,6,2,1,27,11,2,2,9,43185,1
0,1,21,2,15,20,15,30,5,15,7,2,6,5,9,4,2,1,27,11,2,2,9,43185,0
0,1,28,2,40,15,20,10,5,10,8,7,7,8,8,7,7,1,27,11,2,2,9,43185,0
0,1,28,2,40,20,20,20,0,0,8,8,7,7,8,7,5,1,27,11,2,2,9,43185,1
0,0,23,1,20,25,25,10,10,10,8,6,8,8,9,8,6,1,27,11,2,2,9,43185,1
0,0,25,4,25,20,25,20,10,0,8,4,8,9,9,3,1,1,25,11,2,10,9,23152,0
0,0,23,4,20,25,20,15,10,10,8,4.122381063,5,7,7,8,6,1,25,11,2,10,9,23152,1
0,1,24,2,25,35,30,10,0,0,8,1,5,6,6,6,1,1,25,11,2,10,9,23152,1
0,1,24,2,25,15,25,25,15,15,7,4,5,7,6,7,6,1,25,11,2,10,9,23152,1
0,1,28,2,25,15,25,15,0,20,7,6,6,7,6,7,7,1,25,11,2,10,9,23152,1
0,1,26,2,20,35,20,10,10,5,10,8,7,8,7,9.5,6,0,25,11,2,10,9,23152,1
0,1,30,2,20,20,25,25,5,5,6,2,5,5,5,6,5,1,25,11,2,10,9,23152,1
0,1,22,2,30,15,25,25,5,0,9,5,6.564927937,8,7,8,7,1,25,11,2,10,9,23152,1
0,0,25,4,20,20,20,20,5,15,9,5,6,8,7,8,4,1,25,11,2,10,9,23152,1
0,0,27,1,35,10,20,15,10,10,7,3.800086356,7.907282063,5.973878565,7.981650078,8,7,1,25,11,2,10,9,23152,1
0,1,23,2,25,10,35,15,0,15,6,2,2,6,7,3,3,1,25,11,2,10,9,23152,0
0,1,21,2,15,20,15,30,5,15,8,6,6,7,7,7,3,1,25,11,2,10,9,23152,1
0,1,28,2,40,15,20,10,5,10,9,7,8,8,8,8,8,1,25,11,2,10,9,23152,1
0,1,28,2,40,20,20,20,0,0,8,5,7,9,9,7,5,1,25,11,2,10,9,23152,1
0,0,23,1,20,25,25,10,10,10,8,8,9,10,8,9,6,1,25,11,2,10,9,23152,1
0,0,25,4,25,20,25,20,10,0,8,4,7,8,9,3,1,1,23,11,2,2,9,43664,0
0,0,23,4,20,25,20,15,10,10,7,4.661246741,8,9,8,7,4,1,23,11,2,2,9,43664,1
0,1,24,2,25,35,30,10,0,0,6,2,5,5,7,5,4,1,23,11,2,2,9,43664,1
0,1,24,2,25,15,25,25,15,15,8,7,7,8,7,9,7,1,23,11,2,2,9,43664,1
0,1,28,2,25,15,25,15,0,20,7,7,6,7,8,8,7,1,23,11,2,2,9,43664,1
0,1,26,2,20,35,20,10,10,5,10,8,7,10,9,9.5,7,1,23,11,2,2,9,43664,1
0,1,30,2,20,20,25,25,5,5,5,6,6,6,6,6,6,1,23,11,2,2,9,43664,1
0,1,22,2,30,15,25,25,5,0,9,8,6.473031775,9,7,9,8,1,23,11,2,2,9,43664,1
0,0,25,4,20,20,20,20,5,15,9,8,7,7,7,8,6,1,23,11,2,2,9,43664,1
0,0,27,1,35,10,20,15,10,10,8,5.044900887,7.083956981,5.246108591,5.905820753,8,7,1,23,11,2,2,9,43664,1
0,1,23,2,25,10,35,15,0,15,7,2,3,5,5,6,6,1,23,11,2,2,9,43664,1
0,1,21,2,15,20,15,30,5,15,8,6,6,7,7,7,3,1,23,11,2,2,9,43664,1
0,1,28,2,40,15,20,10,5,10,9,8,8,9,9,8,8,1,23,11,2,2,9,43664,1
0,1,28,2,40,20,20,20,0,0,8,6,7,8,7,7,4,1,23,11,2,2,9,43664,1
0,0,23,1,20,25,25,10,10,10,8,8,9,9,8,9,7,1,23,11,2,2,9,43664,1
0,0,25,4,25,20,25,20,10,0,9,5,7,8,6,5,2,1,22,3,3,1,9,48441,0
0,0,23,4,20,25,20,15,10,10,8,7.729000178,8,9,8,9,6,1,22,3,3,1,9,48441,1
0,0,24,2,25,35,30,10,0,0,7,5,3,7,5,6,2,1,22,3,3,1,9,48441,1
0,0,24,2,25,15,25,25,15,15,9,5,6,7,7,7,6,1,22,3,3,1,9,48441,1
0,0,28,2,25,15,25,15,0,20,8,7,6,8,7,8,7,1,22,3,3,1,9,48441,1
0,0,26,2,20,35,20,10,10,5,9,9,7,8,8,9.5,7,1,22,3,3,1,9,48441,1
0,0,30,2,20,20,25,25,5,5,7,5,4,6,6,7,6,1,22,3,3,1,9,48441,1
0,0,22,2,30,15,25,25,5,0,8,7,5.119895042,6,5,7,6,1,22,3,3,1,9,48441,1
0,0,25,4,20,20,20,20,5,15,8,0,7,7,7,7,5,1,22,3,3,1,9,48441,1
0,0,27,1,35,10,20,15,10,10,8,6,4.115419853,7,6.106515361,8,7,1,22,3,3,1,9,48441,1
0,0,23,2,25,10,35,15,0,15,8,3,5,7,4,6,2,1,22,3,3,1,9,48441,1
0,0,21,2,15,20,15,30,5,15,8,7,6,6,7,7,3,1,22,3,3,1,9,48441,1
0,0,28,2,40,15,20,10,5,10,8,7,8,8,8,8,8,1,22,3,3,1,9,48441,1
0,0,28,2,40,20,20,20,0,0,9,7,8,9,8,8,5,1,22,3,3,1,9,48441,1
0,0,23,1,20,25,25,10,10,10,9,8,9,10,9,10,7,1,22,3,3,1,9,48441,1
0,0,25,4,25,20,25,20,10,0,6,4,8,7,8,2,1,1,23,1,2,2,9,50106.12406,0
0,0,23,4,20,25,20,15,10,10,4,5.89836699,6,6,7,6,2,1,23,1,2,2,9,40936.95735,0
0,1,24,2,25,35,30,10,0,0,3,1,7,3,7,3,2,1,23,1,2,2,9,32938.18505,0
0,1,24,2,25,15,25,25,15,15,7,7,6,7,7,8,7,1,23,1,2,2,9,53148.17813,1
0,1,28,2,25,15,25,15,0,20,6,5,6,6,6,6,6,1,23,1,2,2,9,18840.48061,1
0,1,26,2,20,35,20,10,10,5,6,6,8,9,8,7,5,1,23,1,2,2,9,43761.27109,0
0,1,30,2,20,20,25,25,5,5,9,3,6,3,6,6,6,1,23,1,2,2,9,12135.81266,0
0,1,22,2,30,15,25,25,5,0,5,3,4.905057366,4,5,4,4,1,23,1,2,2,9,42630.91879,0
0,0,25,4,20,20,20,20,5,15,7,1.95491831,7,7,7,7,6,1,23,1,2,2,9,40103.79268,1
0,1,23,2,25,10,35,15,0,15,3,4,6,2,6,4,7,1,23,1,2,2,9,43184.71976,0
0,1,21,2,15,20,15,30,5,15,6,4,6,6,7,5,4,1,23,1,2,2,9,33476.59109,0
0,1,28,2,40,15,20,10,5,10,6,6,8,7,8,7,5,1,23,1,2,2,9,23883.924,0
0,1,28,2,40,20,20,20,0,0,6,6,8,7,8,6,5,1,23,1,2,2,9,48540.31961,0
0,0,23,1,20,25,25,10,10,10,7,10,10,10,10,8,9,1,23,1,2,2,9,12855.50812,1
0,0,25,4,25,20,25,20,10,0,7,3,8,4,4,2,1,1,24,1,2,4,1,36485,0
0,0,23,4,20,25,20,15,10,10,8,4.193455864,9,2,8,4,3,1,24,1,2,4,1,36485,0
0,1,24,2,25,35,30,10,0,0,6,3,5,6,6,6,2,1,24,1,2,4,1,36485,1
0,1,24,2,25,15,25,25,15,15,9,7,7,6,7,9,7,1,24,1,2,4,1,36485,1
0,1,28,2,25,15,25,15,0,20,9,6,8,7,8,8,7,1,24,1,2,4,1,36485,1
0,1,26,2,20,35,20,10,10,5,9,8,7,6,7,8,5,1,24,1,2,4,1,36485,1
0,1,30,2,20,20,25,25,5,5,7,5,7,5,6,6,2,1,24,1,2,4,1,36485,1
0,1,22,2,30,15,25,25,5,0,7,3.564557519,8.245006843,8,7,8,5,1,24,1,2,4,1,36485,1
0,0,25,4,20,20,20,20,5,15,9,5.275560106,9,8,8,8,4,1,24,1,2,4,1,36485,1
0,0,27,1,35,10,20,15,10,10,8,2.932164309,8,8,8,7,8,0,24,1,2,4,1,36485,1
0,1,23,2,25,10,35,15,0,15,7,5,5,4,7,6,5,1,24,1,2,4,1,36485,1
0,1,21,2,15,20,15,30,5,15,8,5,7,6,8,7,2,0,24,1,2,4,1,36485,1
0,1,28,2,40,15,20,10,5,10,8,7,9,8,9,8,8,1,24,1,2,4,1,36485,1
0,1,28,2,40,20,20,20,0,0,8,7,7,8,8,7,6,1,24,1,2,4,1,36485,1
0,0,23,1,20,25,25,10,10,10,8,8,10,10,10,10,10,0,24,1,2,4,1,36485,1
0,1,25,4,25,20,25,20,10,0,8,4,8,7,10,5,1,1,27,3,4,1,1,28007.98855,0
0,1,23,4,20,25,20,15,10,10,5,4,10,8,10,5,4,1,27,3,4,1,1,21450.67455,0
0,0,24,2,25,35,30,10,0,0,5,3,4,4,7,6,1,1,27,3,4,1,1,24521.40191,0
0,0,24,2,25,15,25,25,15,15,7,8,7,7,6,9,8,1,27,3,4,1,1,40112.62163,1
0,0,28,2,25,15,25,15,0,20,9,7,8,8,8,7,7,1,27,3,4,1,1,53066.84745,1
0,0,26,2,20,35,20,10,10,5,8,7,10,7,8,8,7,1,27,3,4,1,1,35081.49528,1
0,0,30,2,20,20,25,25,5,5,5,5,5,6,7,6,4,1,27,3,4,1,1,38195.71372,1
0,0,22,2,30,15,25,25,5,0,5,3,8,5,8,4,3,1,27,3,4,1,1,55294.46252,0
0,1,25,4,20,20,20,20,5,15,7,6,7,7,8,6,3,1,27,3,4,1,1,48693.62208,1
0,0,23,2,25,10,35,15,0,15,8,4,5,9,7,8,1,1,27,3,4,1,1,44582.5174,0
0,0,21,2,15,20,15,30,5,15,6,5,6,7,7,7,3,1,27,3,4,1,1,34241.20923,1
0,0,28,2,40,15,20,10,5,10,8,7,9,8,9,7,7,1,27,3,4,1,1,39243.24675,1
0,0,28,2,40,20,20,20,0,0,7,6,8,7,8,7,5,1,27,3,4,1,1,36671.39814,1
0,0,23,1,20,25,25,10,10,10,6,7,7,8,10,8,7,1,27,3,4,1,1,26105.78655,0
0,0,25,4,25,20,25,20,10,0,6,3,5,8,10,6,1,1,30,3,2,4,2,41507,0
0,0,23,4,20,25,20,15,10,10,6,6,10,8,10,6,2,1,30,3,2,4,2,41507,0
0,1,24,2,25,35,30,10,0,0,4,4,6,3,7,4,3,1,30,3,2,4,2,41507,0
0,1,24,2,25,15,25,25,15,15,6,8,6,6,7,6,6,1,30,3,2,4,2,41507,1
0,1,28,2,25,15,25,15,0,20,6,5,7,5,7,6,7,1,30,3,2,4,2,41507,0
0,1,26,2,20,35,20,10,10,5,6,8,8,8,7,7,5,1,30,3,2,4,2,41507,0
0,1,30,2,20,20,25,25,5,5,5,3,6,6,7,6,6,1,30,3,2,4,2,41507,1
0,1,22,2,30,15,25,25,5,0,5,3,7.560339942,5,8,5,5,1,30,3,2,4,2,41507,0
0,0,25,4,20,20,20,20,5,15,7,7,8,8,8,8,6,1,30,3,2,4,2,41507,1
0,0,27,1,35,10,20,15,10,10,6,5,8,8,8,7,7,1,30,3,2,4,2,41507,0
0,1,23,2,25,10,35,15,0,15,6,4,5,6,8,6,6,1,30,3,2,4,2,41507,0
0,1,21,2,15,20,15,30,5,15,5,6,6,6,6,5,3,1,30,3,2,4,2,41507,0
0,1,28,2,40,15,20,10,5,10,7,7,9,7,9,7,8,1,30,3,2,4,2,41507,0
0,1,28,2,40,20,20,20,0,0,5,7,7,7,8,6,5,1,30,3,2,4,2,41507,0
0,0,23,1,20,25,25,10,10,10,6,7,8,8,9,8,7,1,30,3,2,4,2,41507,0
0,1,25,4,25,20,25,20,10,0,8,4,6,8,6,5,2,1,21,8,4,2,6,60338.36504,0
0,1,23,4,20,25,20,15,10,10,6,3,6,6,7,5,6,1,21,8,4,2,6,29210.42009,0
0,0,24,2,25,35,30,10,0,0,6,2,7,6,5,6,2,1,21,8,4,2,6,42281.55525,0
0,0,24,2,25,15,25,25,15,15,8,6,6,7,8,8,8,1,21,8,4,2,6,44222.21439,1
0,0,28,2,25,15,25,15,0,20,7,7,7,7,7,7,7,1,21,8,4,2,6,27954.79183,1
0,0,26,2,20,35,20,10,10,5,7,7,8,9,7,8,6,1,21,8,4,2,6,50873.92506,1
0,0,30,2,20,20,25,25,5,5,5,6,7,7,7,6,6,1,21,8,4,2,6,9539.795619,1
0,0,22,2,30,15,25,25,5,0,7,3,5,5,7,7,3,1,21,8,4,2,6,74016.70638,1
0,1,25,4,20,20,20,20,5,15,8,6,7,6,7,6,9,1,21,8,4,2,6,46969.20015,1
0,0,27,1,35,10,20,15,10,10,7,2.778972678,9,3.969270122,6.188419188,7,7,1,21,8,4,2,6,31196.33586,1
0,0,23,2,25,10,35,15,0,15,6,1,8,2,8,6,4,1,21,8,4,2,6,18738.30035,0
0,0,21,2,15,20,15,30,5,15,6,5,5,5,6,5,3,1,21,8,4,2,6,38407.93406,0
0,0,28,2,40,15,20,10,5,10,8,7,8,8,8,8,7,1,21,8,4,2,6,38452.39005,1
0,0,28,2,40,20,20,20,0,0,8,7,7,8,7,7,7,1,21,8,4,2,6,32227.38107,1
0,0,23,1,20,25,25,10,10,10,8,9,10,9,10,10,10,1,21,8,4,2,6,55707.69917,1
0,0,25,4,25,20,25,20,10,0,5,3,7,5,6,3,1,1,25,2,2,9,7,17134,0
0,0,23,4,20,25,20,15,10,10,3,4,10,7,7,4,1,1,25,2,2,9,7,17134,0
0,1,24,2,25,35,30,10,0,0,7,5,7,3,7,5,1,1,25,2,2,9,7,17134,1
0,1,24,2,25,15,25,25,15,15,8,6,8,4.759268178,8,8,7,1,25,2,2,9,7,17134,1
0,1,28,2,25,15,25,15,0,20,8,7,7,6,7,7,7,1,25,2,2,9,7,17134,1
0,1,26,2,20,35,20,10,10,5,8,8,9,6,8,8,5,1,25,2,2,9,7,17134,1
0,1,30,2,20,20,25,25,5,5,7,4,6,5,6,6,3,1,25,2,2,9,7,17134,1
0,1,22,2,30,15,25,25,5,0,7,4,5,5,8,6,6,1,25,2,2,9,7,17134,0
0,0,25,4,20,20,20,20,5,15,8,5,6,5,10,7,4,1,25,2,2,9,7,17134,1
0,0,27,1,35,10,20,15,10,10,7,5.939954233,6.423643858,5.488586747,7.764057591,7,7,1,25,2,2,9,7,17134,1
0,1,23,2,25,10,35,15,0,15,8,1,7,1,8,3,2,1,25,2,2,9,7,17134,0
0,1,21,2,15,20,15,30,5,15,7,5,6,6,8,6,4,1,25,2,2,9,7,17134,1
0,1,28,2,40,15,20,10,5,10,8,6,8,8,8,8,6,1,25,2,2,9,7,17134,1
0,1,28,2,40,20,20,20,0,0,8,7,8,7,9,7,6,1,25,2,2,9,7,17134,1
0,0,23,1,20,25,25,10,10,10,8,8,9,9,8,8,5,1,25,2,2,9,7,17134,1
