,gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,career_c,dec_o
54,0,0,24,3,30.0,10.0,20.0,10.0,10.0,20.0,9.0,7.0,9.0,7.0,9.0,6.0,9.0,2.0,0,23,1,4,1,1,"60,304.00",1.0,1
55,0,0,25,2,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,8.0,7.0,6.0,6.0,1,23,1,4,1,1,"60,304.00",1.0,1
56,0,0,30,2,35.0,15.0,25.0,10.0,5.0,10.0,5.0,6.0,8.0,4.0,5.0,4.0,3.0,3.0,1,23,1,4,1,1,"60,304.00",1.0,0
57,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6.0,7.0,8.0,7.0,8.0,5.0,7.0,6.0,1,23,1,4,1,1,"60,304.00",1.0,0
58,0,0,28,2,50.0,0.0,25.0,10.0,0.0,15.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,1,23,1,4,1,1,"60,304.00",1.0,1
59,0,0,24,2,100.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,6.0,10.0,7.0,6.0,7.0,1,23,1,4,1,1,"60,304.00",1.0,0
60,0,0,27,2,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,1,22,1,4,2,4,"54,620.00",1.0,0
61,0,0,22,2,60.0,0.0,0.0,40.0,0.0,0.0,7.0,9.0,10.0,6.0,6.0,5.0,8.0,4.0,0,22,1,4,2,4,"54,620.00",1.0,1
62,0,1,22,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,22,1,4,2,4,"54,620.00",1.0,1
63,0,0,23,2,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,0,22,1,4,2,4,"54,620.00",1.0,1
64,0,0,24,3,30.0,10.0,20.0,10.0,10.0,20.0,8.0,7.0,9.0,6.0,9.0,5.0,8.0,4.0,1,22,1,4,2,4,"54,620.00",1.0,1
65,0,0,25,2,50.0,0.0,30.0,10.0,0.0,10.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,1,22,1,4,2,4,"54,620.00",1.0,1
66,0,0,30,2,35.0,15.0,25.0,10.0,5.0,10.0,7.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,1,22,1,4,2,4,"54,620.00",1.0,0
67,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,8.0,7.0,6.0,7.0,7.0,5.0,7.0,5.0,1,22,1,4,2,4,"54,620.00",1.0,1
68,0,0,28,2,50.0,0.0,25.0,10.0,0.0,15.0,9.0,7.0,9.0,9.0,9.0,10.0,9.0,9.0,1,22,1,4,2,4,"54,620.00",1.0,1
69,0,0,24,2,100.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,7.0,1,22,1,4,2,4,"54,620.00",1.0,0
70,0,1,27,2,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,6.0,6.0,5.0,7.0,4.0,1,25,13,2,1,1,,6.0,0
71,0,1,22,2,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,5.0,9.0,4.0,1,25,13,2,1,1,,6.0,1
72,0,0,22,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,25,13,2,1,1,,6.0,1
73,0,1,23,2,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,1,25,13,2,1,1,,6.0,1
74,0,0,24,3,30.0,10.0,20.0,10.0,10.0,20.0,9.0,9.0,8.0,9.0,,7.0,9.0,7.0,1,25,13,2,1,1,,6.0,1
75,0,1,25,2,50.0,0.0,30.0,10.0,0.0,10.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,1,25,13,2,1,1,,6.0,1
76,0,1,30,2,35.0,15.0,25.0,10.0,5.0,10.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,4.0,1,25,13,2,1,1,,6.0,0
77,0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,9.0,8.0,8.0,8.0,7.0,5.0,7.0,5.0,1,25,13,2,1,1,,6.0,1
78,0,1,28,2,50.0,0.0,25.0,10.0,0.0,15.0,8.0,7.0,8.0,10.0,8.0,10.0,8.0,8.0,1,25,13,2,1,1,,6.0,1
79,0,1,24,2,100.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,1,25,13,2,1,1,,6.0,1
80,0,0,27,2,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,7.0,8.0,7.0,5.0,6.0,4.0,1,26,13,6,1,1,,9.0,0
81,0,0,22,2,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,5.0,8.0,4.0,1,26,13,6,1,1,,9.0,1
82,0,0,22,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,26,13,6,1,1,,9.0,1
83,0,0,23,2,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,1,26,13,6,1,1,,9.0,1
84,0,0,24,3,30.0,10.0,20.0,10.0,10.0,20.0,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,1,26,13,6,1,1,,9.0,1
85,0,0,25,2,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,1,26,13,6,1,1,,9.0,1
86,0,0,30,2,35.0,15.0,25.0,10.0,5.0,10.0,8.0,6.0,7.0,8.0,6.0,5.0,8.0,4.0,1,26,13,6,1,1,,9.0,1
87,0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,1,26,13,6,1,1,,9.0,0
88,0,0,28,2,50.0,0.0,25.0,10.0,0.0,15.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,1,26,13,6,1,1,,9.0,1
89,0,0,24,2,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,26,13,6,1,1,,9.0,0
90,0,1,27,2,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,7.0,8.0,6.0,5.0,6.0,3.0,1,26,13,2,4,4,"48,652.00",9.0,0
91,0,1,22,2,60.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,26,13,2,4,4,"48,652.00",9.0,0
92,0,0,22,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,26,13,2,4,4,"48,652.00",9.0,1
93,0,1,23,2,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,0,26,13,2,4,4,"48,652.00",9.0,1
94,0,0,24,3,30.0,10.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,7.0,8.0,,6.0,6.0,1,26,13,2,4,4,"48,652.00",9.0,1
95,0,1,25,2,50.0,0.0,30.0,10.0,0.0,10.0,,8.0,7.0,7.0,7.0,7.0,6.0,6.0,1,26,13,2,4,4,"48,652.00",9.0,0
96,0,1,30,2,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,6.0,1,26,13,2,4,4,"48,652.00",9.0,0
97,0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,1,26,13,2,4,4,"48,652.00",9.0,0
98,0,1,28,2,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,1,26,13,2,4,4,"48,652.00",9.0,1
99,0,1,24,2,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,1,26,13,2,4,4,"48,652.00",9.0,0
100,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,6.0,9.0,7.0,7.0,6.0,5.0,7.0,6.0,1,27,8,2,7,3,,2.0,1
101,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,1,27,8,2,7,3,,2.0,0
102,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,0,27,8,2,7,3,,2.0,0
103,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,1,27,8,2,7,3,,2.0,0
104,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,5.0,8.0,8.0,2.0,2.0,2.0,7.0,5.0,1,27,8,2,7,3,,2.0,0
105,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,1,27,8,2,7,3,,2.0,1
106,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,8.0,5.0,7.0,4.0,7.0,4.0,1,27,8,2,7,3,,2.0,0
107,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,7.0,4.0,7.0,5.0,4.0,5.0,1,27,8,2,7,3,,2.0,1
108,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0,1,27,8,2,7,3,,2.0,1
109,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,6.0,6.0,,6.0,3.0,1,27,8,2,7,3,,2.0,0
110,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,7.0,8.0,7.0,8.0,5.0,6.0,7.0,5.0,0,22,1,2,1,1,"29,237.00",1.0,1
111,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,1,22,1,2,1,1,"29,237.00",1.0,0
112,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,1,22,1,2,1,1,"29,237.00",1.0,0
113,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,10.0,7.0,8.0,8.0,1.0,0,22,1,2,1,1,"29,237.00",1.0,0
114,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,0,22,1,2,1,1,"29,237.00",1.0,0
115,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,6.0,9.0,9.0,6.0,8.0,2.0,7.0,6.0,1,22,1,2,1,1,"29,237.00",1.0,1
116,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,8.0,4.0,9.0,4.0,7.0,3.0,0,22,1,2,1,1,"29,237.00",1.0,0
117,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,1,22,1,2,1,1,"29,237.00",1.0,1
118,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,1,22,1,2,1,1,"29,237.00",1.0,1
119,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0,22,1,2,1,1,"29,237.00",1.0,0
120,1,1,21,4,15.0,20.0,20.0,15.0,15.0,15.0,5.0,8.0,9.0,8.0,5.0,7.0,7.0,,0,22,1,4,3,5,,1.0,1
121,1,0,24,2,45.0,5.0,25.0,20.0,0.0,5.0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,1,22,1,4,3,5,,1.0,0
122,1,0,25,2,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,1,22,1,4,3,5,,1.0,0
123,1,0,23,2,20.0,20.0,20.0,20.0,10.0,10.0,4.0,7.0,8.0,8.0,6.0,7.0,4.0,1.0,1,22,1,4,3,5,,1.0,0
124,1,0,21,2,20.0,5.0,25.0,25.0,10.0,15.0,4.0,6.0,8.0,8.0,6.0,5.0,6.0,5.0,0,22,1,4,3,5,,1.0,0
125,1,1,23,4,10.0,25.0,20.0,25.0,5.0,15.0,4.0,7.0,9.0,4.0,3.0,2.0,6.0,2.0,0,22,1,4,3,5,,1.0,0
126,1,1,22,4,15.0,15.0,25.0,20.0,15.0,10.0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,0,22,1,4,3,5,,1.0,0
127,1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,8.0,6.0,7.0,7.0,5.0,5.0,1,22,1,4,3,5,,1.0,1
128,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,5.0,10.0,10.0,6.0,6.0,6.0,8.0,5.0,1,22,1,4,3,5,,1.0,1
129,1,0,26,2,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,10.0,6.0,,7.0,6.0,1,22,1,4,3,5,,1.0,1
130,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,1,23,1,2,1,1,"56,580.00",1.0,1
131,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,1,23,1,2,1,1,"56,580.00",1.0,1
132,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,1,23,1,2,1,1,"56,580.00",1.0,0
133,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,7.0,10.0,7.0,10.0,8.0,10.0,0,23,1,2,1,1,"56,580.00",1.0,1
134,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,8.0,5.0,5.0,7.0,7.0,9.0,8.0,2.0,0,23,1,2,1,1,"56,580.00",1.0,1
135,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,8.0,6.0,7.0,8.0,2.0,8.0,9.0,4.0,1,23,1,2,1,1,"56,580.00",1.0,1
136,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,0,23,1,2,1,1,"56,580.00",1.0,1
137,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,1,23,1,2,1,1,"56,580.00",1.0,1
138,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,1,23,1,2,1,1,"56,580.00",1.0,1
139,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,,10.0,1.0,0,23,1,2,1,1,"56,580.00",1.0,0
140,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1,24,1,3,3,1,"36,782.00",1.0,1
141,1,0,24,2,45.0,5.0,25.0,20.0,0.0,5.0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,0,24,1,3,3,1,"36,782.00",1.0,0
142,1,0,25,2,35.0,10.0,35.0,10.0,10.0,0.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,1,24,1,3,3,1,"36,782.00",1.0,0
143,1,0,23,2,20.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,1,24,1,3,3,1,"36,782.00",1.0,0
144,1,0,21,2,20.0,5.0,25.0,25.0,10.0,15.0,6.0,7.0,7.0,5.0,4.0,8.0,7.0,4.0,1,24,1,3,3,1,"36,782.00",1.0,0
145,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,5.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,0,24,1,3,3,1,"36,782.00",1.0,0
146,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,6.0,0,24,1,3,3,1,"36,782.00",1.0,0
147,1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,1,24,1,3,3,1,"36,782.00",1.0,1
148,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,5.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,1,24,1,3,3,1,"36,782.00",1.0,1
149,1,0,26,2,15.0,15.0,15.0,40.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,,6.0,1.0,1,24,1,3,3,1,"36,782.00",1.0,0
150,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,4.0,9.0,7.0,4.0,6.0,4.0,6.0,5.0,1,25,8,2,9,2,,7.0,0
151,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,1,25,8,2,9,2,,7.0,0
152,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,8.0,10.0,10.0,7.0,9.0,9.0,8.0,,1,25,8,2,9,2,,7.0,0
153,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,8.0,4.0,8.0,2.0,4.0,3.0,1,25,8,2,9,2,,7.0,0
154,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,5.0,6.0,7.0,5.0,7.0,8.0,7.0,3.0,1,25,8,2,9,2,,7.0,1
155,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,1,25,8,2,9,2,,7.0,0
156,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0,1,25,8,2,9,2,,7.0,0
157,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,1,25,8,2,9,2,,7.0,1
158,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,8.0,9.0,9.0,7.0,6.0,5.0,6.0,5.0,1,25,8,2,9,2,,7.0,1
159,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,5.0,10.0,6.0,4.0,6.0,,6.0,1.0,1,25,8,2,9,2,,7.0,0
160,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,7.0,6.0,7.0,4.0,6.0,7.0,6.0,5.0,1,30,13,2,1,1,"38,548.00",2.0,1
161,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,1,30,13,2,1,1,"38,548.00",2.0,1
162,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,1,30,13,2,1,1,"38,548.00",2.0,0
163,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,10.0,7.0,10.0,5.0,5.0,1.0,1,30,13,2,1,1,"38,548.00",2.0,0
164,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,6.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,1,30,13,2,1,1,"38,548.00",2.0,1
165,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,8.0,8.0,8.0,8.0,3.0,4.0,8.0,7.0,1,30,13,2,1,1,"38,548.00",2.0,1
166,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,1,30,13,2,1,1,"38,548.00",2.0,1
167,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,1,30,13,2,1,1,"38,548.00",2.0,1
168,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,1,30,13,2,1,1,"38,548.00",2.0,1
169,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,5.0,10.0,8.0,6.0,9.0,,7.0,1.0,1,30,13,2,1,1,"38,548.00",2.0,1
170,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,4.0,9.0,7.0,6.0,5.0,6.0,6.0,7.0,0,27,8,2,8,8,"52,010.00",7.0,0
171,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,1,27,8,2,8,8,"52,010.00",7.0,0
172,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,1,27,8,2,8,8,"52,010.00",7.0,0
173,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,5.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,1,27,8,2,8,8,"52,010.00",7.0,0
174,1,1,21,2,20.0,5.0,25.0,25.0,10.0,15.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,1,27,8,2,8,8,"52,010.00",7.0,1
175,1,0,23,4,10.0,25.0,20.0,25.0,5.0,15.0,4.0,8.0,9.0,2.0,8.0,3.0,5.0,5.0,1,27,8,2,8,8,"52,010.00",7.0,0
176,1,0,22,4,15.0,15.0,25.0,20.0,15.0,10.0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,1,27,8,2,8,8,"52,010.00",7.0,0
177,1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0,1,27,8,2,8,8,"52,010.00",7.0,1
178,1,0,26,6,20.0,10.0,20.0,30.0,10.0,10.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,1,27,8,2,8,8,"52,010.00",7.0,1
179,1,1,26,2,15.0,15.0,15.0,40.0,10.0,5.0,5.0,6.0,6.0,4.0,5.0,,5.0,5.0,1,27,8,2,8,8,"52,010.00",7.0,0
180,1,0,21,4,15.0,20.0,20.0,15.0,15.0,15.0,7.0,6.0,8.0,9.0,8.0,8.0,7.0,7.0,1,28,8,2,1,1,,7.0,1
181,1,1,24,2,45.0,5.0,25.0,20.0,0.0,5.0,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,1,28,8,2,1,1,,7.0,1
182,1,1,25,2,35.0,10.0,35.0,10.0,10.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,1,28,8,2,1,1,,7.0,0
183,1,1,23,2,20.0,20.0,20.0,20.0,10.0,10.0,9.0,8.0,10.0,10.0,7.0,8.0,8.0,8.0,1,28,8,2,1,1,,7.0,1
