gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,career_c,dec_o
0,1,22,2,60,0,0,40,0,0,6,7,10,6,6,5,7,3,1,25,2,2,8,4,,,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,1,25,2,2,8,4,,,1
0,1,23,2,30,5,15,40,5,5,7,9,8,8,8,8,7,7,1,25,2,2,8,4,,,1
0,0,24,3,30,10,20,10,10,20,6,10,8,6,,,6,1,1,25,2,2,8,4,,,1
0,1,25,2,50,0,30,10,0,10,7,6,6,6,6,6,6,7,1,25,2,2,8,4,,,1
0,1,30,2,35,15,25,10,5,10,6,3,5,4,5,4,2,2,1,25,2,2,8,4,,,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,4,5,6,4,6,4,5,1,1,25,2,2,8,4,,,0
0,1,28,2,50,0,25,10,0,15,7,7,6,8,7,7,7,7,1,25,2,2,8,4,,,1
0,1,24,2,100,0,0,0,0,0,5,6,8,5,8,6,5,5,1,25,2,2,8,4,,,0
0,1,27,2,35,20,20,20,0,5,6,7,8,7,7,5,6,3,1,23,1,2,1,1,"37,754.00",1,0
0,1,22,2,60,0,0,40,0,0,6,5,10,6,6,5,6,3,0,23,1,2,1,1,"37,754.00",1,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,0,23,1,2,1,1,"37,754.00",1,1
0,1,23,2,30,5,15,40,5,5,7,7,7,9,9,9,8,10,0,23,1,2,1,1,"37,754.00",1,1
0,0,24,3,30,10,20,10,10,20,8,8,9,8,8,9,9,7,1,23,1,2,1,1,"37,754.00",1,1
0,1,25,2,50,0,30,10,0,10,6,6,7,7,8,7,6,6,1,23,1,2,1,1,"37,754.00",1,1
0,1,30,2,35,15,25,10,5,10,7,6,3,5,6,5,6,4,1,23,1,2,1,1,"37,754.00",1,1
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,7,8,6,6,5,7,7,1,23,1,2,1,1,"37,754.00",1,0
0,1,28,2,50,0,25,10,0,15,7,7,7,10,9,10,8,8,1,23,1,2,1,1,"37,754.00",1,1
0,1,24,2,100,0,0,0,0,0,7,8,8,7,8,7,7,7,1,23,1,2,1,1,"37,754.00",1,0
0,1,27,2,35,20,20,20,0,5,6,8,8,8,7,6,6,5,1,21,1,2,8,1,"86,340.00",1,0
0,1,22,2,60,0,0,40,0,0,6,7,10,7,6,5,7,4,0,21,1,2,8,1,"86,340.00",1,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,0,21,1,2,8,1,"86,340.00",1,1
0,1,23,2,30,5,15,40,5,5,6,8,6,8,10,10,7,7,0,21,1,2,8,1,"86,340.00",1,1
0,0,24,3,30,10,20,10,10,20,5,9,9,7,9,5,5,7,1,21,1,2,8,1,"86,340.00",1,0
0,1,25,2,50,0,30,10,0,10,5,8,7,7,7,7,6,7,1,21,1,2,8,1,"86,340.00",1,0
0,1,30,2,35,15,25,10,5,10,2,3,4,4,5,3,3,3,1,21,1,2,8,1,"86,340.00",1,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,5,5,6,5,5,5,6,5,1,21,1,2,8,1,"86,340.00",1,0
0,1,28,2,50,0,25,10,0,15,5,9,9,9,9,6,7,7,1,21,1,2,8,1,"86,340.00",1,1
0,1,24,2,100,0,0,0,0,0,3,10,7,7,10,5,4,10,1,21,1,2,8,1,"86,340.00",1,0
0,0,27,2,35,20,20,20,0,5,7,9,8,9,8,4,7,4,1,23,1,4,1,1,"60,304.00",1,0
0,0,22,2,60,0,0,40,0,0,6,8,10,6,7,6,7,4,1,23,1,4,1,1,"60,304.00",1,0
0,1,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,0,23,1,4,1,1,"60,304.00",1,1
0,0,23,2,30,5,15,40,5,5,6,8,8,7,9,8,7,7,1,23,1,4,1,1,"60,304.00",1,1
0,0,24,3,30,10,20,10,10,20,9,7,9,7,9,6,9,2,0,23,1,4,1,1,"60,304.00",1,1
0,0,25,2,50,0,30,10,0,10,6,6,8,8,8,7,6,6,1,23,1,4,1,1,"60,304.00",1,1
0,0,30,2,35,15,25,10,5,10,5,6,8,4,5,4,3,3,1,23,1,4,1,1,"60,304.00",1,0
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,7,8,7,8,5,7,6,1,23,1,4,1,1,"60,304.00",1,0
0,0,28,2,50,0,25,10,0,15,6,7,7,6,6,6,6,6,1,23,1,4,1,1,"60,304.00",1,1
0,0,24,2,100,0,0,0,0,0,7,10,10,6,10,7,6,7,1,23,1,4,1,1,"60,304.00",1,0
0,0,27,2,35,20,20,20,0,5,7,8,8,8,7,7,7,4,1,22,1,4,2,4,"54,620.00",1,0
0,0,22,2,60,0,0,40,0,0,7,9,10,6,6,5,8,4,0,22,1,4,2,4,"54,620.00",1,1
0,1,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,0,22,1,4,2,4,"54,620.00",1,1
0,0,23,2,30,5,15,40,5,5,8,8,9,8,9,9,8,7,0,22,1,4,2,4,"54,620.00",1,1
0,0,24,3,30,10,20,10,10,20,8,7,9,6,9,5,8,4,1,22,1,4,2,4,"54,620.00",1,1
0,0,25,2,50,0,30,10,0,10,8,8,8,6,6,6,7,7,1,22,1,4,2,4,"54,620.00",1,1
0,0,30,2,35,15,25,10,5,10,7,6,5,4,4,3,5,4,1,22,1,4,2,4,"54,620.00",1,0
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,8,7,6,7,7,5,7,5,1,22,1,4,2,4,"54,620.00",1,1
0,0,28,2,50,0,25,10,0,15,9,7,9,9,9,10,9,9,1,22,1,4,2,4,"54,620.00",1,1
0,0,24,2,100,0,0,0,0,0,7,6,8,6,8,7,7,7,1,22,1,4,2,4,"54,620.00",1,0
0,1,27,2,35,20,20,20,0,5,8,7,6,6,6,5,7,4,1,25,13,2,1,1,,6,0
0,1,22,2,60,0,0,40,0,0,8,8,10,7,6,5,9,4,1,25,13,2,1,1,,6,1
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,1,25,13,2,1,1,,6,1
0,1,23,2,30,5,15,40,5,5,8,8,8,8,8,7,8,7,1,25,13,2,1,1,,6,1
0,0,24,3,30,10,20,10,10,20,9,9,8,9,,7,9,7,1,25,13,2,1,1,,6,1
0,1,25,2,50,0,30,10,0,10,8,7,7,7,8,7,7,6,1,25,13,2,1,1,,6,1
0,1,30,2,35,15,25,10,5,10,6,4,7,5,6,4,4,4,1,25,13,2,1,1,,6,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,9,8,8,8,7,5,7,5,1,25,13,2,1,1,,6,1
0,1,28,2,50,0,25,10,0,15,8,7,8,10,8,10,8,8,1,25,13,2,1,1,,6,1
0,1,24,2,100,0,0,0,0,0,8,10,9,9,8,8,8,8,1,25,13,2,1,1,,6,1
0,0,27,2,35,20,20,20,0,5,6,8,7,8,7,5,6,4,1,26,13,6,1,1,,9,0
0,0,22,2,60,0,0,40,0,0,8,8,10,7,6,5,8,4,1,26,13,6,1,1,,9,1
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,1,26,13,6,1,1,,9,1
0,0,23,2,30,5,15,40,5,5,7,8,7,8,8,7,7,7,1,26,13,6,1,1,,9,1
0,0,24,3,30,10,20,10,10,20,7,9,8,9,7,7,7,8,1,26,13,6,1,1,,9,1
0,0,25,2,50,0,30,10,0,10,6,6,7,8,7,7,6,5,1,26,13,6,1,1,,9,1
0,0,30,2,35,15,25,10,5,10,8,6,7,8,6,5,8,4,1,26,13,6,1,1,,9,1
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,6,5,7,5,1,26,13,6,1,1,,9,0
0,0,28,2,50,0,25,10,0,15,6,6,6,7,6,6,6,6,1,26,13,6,1,1,,9,1
0,0,24,2,100,0,0,0,0,0,5,6,6,6,6,6,6,6,1,26,13,6,1,1,,9,0
0,1,27,2,35,20,20,20,0,5,7,8,7,8,6,5,6,3,1,26,13,2,4,4,"48,652.00",9,0
0,1,22,2,60,0,0,40,0,0,1,1,1,1,1,1,1,1,1,26,13,2,4,4,"48,652.00",9,0
0,0,22,4,19,18,19,18,14,12,10,10,10,10,10,10,10,10,1,26,13,2,4,4,"48,652.00",9,1
0,1,23,2,30,5,15,40,5,5,7,8,7,9,8,8,7,7,0,26,13,2,4,4,"48,652.00",9,1
0,0,24,3,30,10,20,10,10,20,6,9,9,7,8,,6,6,1,26,13,2,4,4,"48,652.00",9,1
0,1,25,2,50,0,30,10,0,10,,8,7,7,7,7,6,6,1,26,13,2,4,4,"48,652.00",9,0
0,1,30,2,35,15,25,10,5,10,7,7,4,3,4,4,3,6,1,26,13,2,4,4,"48,652.00",9,0
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,6,5,7,6,1,26,13,2,4,4,"48,652.00",9,0
0,1,28,2,50,0,25,10,0,15,7,7,7,7,6,6,7,8,1,26,13,2,4,4,"48,652.00",9,1
0,1,24,2,100,0,0,0,0,0,6,6,6,6,6,6,7,7,1,26,13,2,4,4,"48,652.00",9,0
1,0,21,4,15,20,20,15,15,15,6,9,7,7,6,5,7,6,1,27,8,2,7,3,,2,1
1,1,24,2,45,5,25,20,0,5,5,7,8,4,6,3,6,4,1,27,8,2,7,3,,2,0
1,1,25,2,35,10,35,10,10,0,7,9,10,7,8,9,8,7,0,27,8,2,7,3,,2,0
1,1,23,2,20,20,20,20,10,10,4,10,8,5,8,7,6,7,1,27,8,2,7,3,,2,0
1,1,21,2,20,5,25,25,10,15,5,8,8,2,2,2,7,5,1,27,8,2,7,3,,2,0
1,0,23,4,10,25,20,25,5,15,6,9,7,6,7,6,6,6,1,27,8,2,7,3,,2,1
1,0,22,4,15,15,25,20,15,10,4,8,8,5,7,4,7,4,1,27,8,2,7,3,,2,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,4,5,1,27,8,2,7,3,,2,1
1,0,26,6,20,10,20,30,10,10,8,10,9,8,7,6,5,5,1,27,8,2,7,3,,2,1
1,1,26,2,15,15,15,40,10,5,6,10,10,6,6,,6,3,1,27,8,2,7,3,,2,0
1,0,21,4,15,20,20,15,15,15,7,8,7,8,5,6,7,5,0,22,1,2,1,1,"29,237.00",1,1
1,1,24,2,45,5,25,20,0,5,8,5,6,6,9,6,7,3,1,22,1,2,1,1,"29,237.00",1,0
1,1,25,2,35,10,35,10,10,0,9,7,9,8,9,7,8,7,1,22,1,2,1,1,"29,237.00",1,0
1,1,23,2,20,20,20,20,10,10,8,7,8,10,7,8,8,1,0,22,1,2,1,1,"29,237.00",1,0
1,1,21,2,20,5,25,25,10,15,8,6,6,5,5,5,6,4,0,22,1,2,1,1,"29,237.00",1,0
1,0,23,4,10,25,20,25,5,15,6,9,9,6,8,2,7,6,1,22,1,2,1,1,"29,237.00",1,1
1,0,22,4,15,15,25,20,15,10,6,6,8,4,9,4,7,3,0,22,1,2,1,1,"29,237.00",1,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,8,7,1,22,1,2,1,1,"29,237.00",1,1
1,0,26,6,20,10,20,30,10,10,10,10,10,10,10,10,10,5,1,22,1,2,1,1,"29,237.00",1,1
1,1,26,2,15,15,15,40,10,5,1,1,1,1,1,,1,1,0,22,1,2,1,1,"29,237.00",1,0
1,1,21,4,15,20,20,15,15,15,5,8,9,8,5,7,7,,0,22,1,4,3,5,,1,1
1,0,24,2,45,5,25,20,0,5,5,8,9,6,3,4,6,7,1,22,1,4,3,5,,1,0
1,0,25,2,35,10,35,10,10,0,7,9,9,7,9,7,8,7,1,22,1,4,3,5,,1,0
1,0,23,2,20,20,20,20,10,10,4,7,8,8,6,7,4,1,1,22,1,4,3,5,,1,0
1,0,21,2,20,5,25,25,10,15,4,6,8,8,6,5,6,5,0,22,1,4,3,5,,1,0
1,1,23,4,10,25,20,25,5,15,4,7,9,4,3,2,6,2,0,22,1,4,3,5,,1,0
1,1,22,4,15,15,25,20,15,10,3,6,8,7,8,8,7,8,0,22,1,4,3,5,,1,0
1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,8,8,6,7,7,5,5,1,22,1,4,3,5,,1,1
1,0,26,6,20,10,20,30,10,10,5,10,10,6,6,6,8,5,1,22,1,4,3,5,,1,1
1,0,26,2,15,15,15,40,10,5,6,10,10,10,6,,7,6,1,22,1,4,3,5,,1,1
1,0,21,4,15,20,20,15,15,15,7,6,8,7,6,8,7,6,1,23,1,2,1,1,"56,580.00",1,1
1,1,24,2,45,5,25,20,0,5,7,9,7,6,5,7,7,8,1,23,1,2,1,1,"56,580.00",1,1
1,1,25,2,35,10,35,10,10,0,9,7,9,7,9,7,8,7,1,23,1,2,1,1,"56,580.00",1,0
1,1,23,2,20,20,20,20,10,10,8,10,7,10,7,10,8,10,0,23,1,2,1,1,"56,580.00",1,1
1,1,21,2,20,5,25,25,10,15,8,5,5,7,7,9,8,2,0,23,1,2,1,1,"56,580.00",1,1
1,0,23,4,10,25,20,25,5,15,8,6,7,8,2,8,9,4,1,23,1,2,1,1,"56,580.00",1,1
1,0,22,4,15,15,25,20,15,10,7,8,8,7,7,6,8,6,0,23,1,2,1,1,"56,580.00",1,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,6,5,6,6,5,5,6,1,23,1,2,1,1,"56,580.00",1,1
1,0,26,6,20,10,20,30,10,10,10,9,8,8,7,7,7,5,1,23,1,2,1,1,"56,580.00",1,1
1,1,26,2,15,15,15,40,10,5,10,10,10,10,10,,10,1,0,23,1,2,1,1,"56,580.00",1,0
1,0,21,4,15,20,20,15,15,15,5,6,7,7,6,6,6,6,1,24,1,3,3,1,"36,782.00",1,1
1,0,24,2,45,5,25,20,0,5,6,8,7,9,7,8,8,6,0,24,1,3,3,1,"36,782.00",1,0
1,0,25,2,35,10,35,10,10,0,9,10,10,10,10,10,9,,1,24,1,3,3,1,"36,782.00",1,0
1,0,23,2,20,20,20,20,10,10,6,9,8,9,8,9,7,7,1,24,1,3,3,1,"36,782.00",1,0
1,0,21,2,20,5,25,25,10,15,6,7,7,5,4,8,7,4,1,24,1,3,3,1,"36,782.00",1,0
1,0,23,4,10,25,20,25,5,15,5,4,8,8,4,2,4,3,0,24,1,3,3,1,"36,782.00",1,0
1,0,22,4,15,15,25,20,15,10,4,7,7,4,8,5,5,6,0,24,1,3,3,1,"36,782.00",1,0
1,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,6,5,1,24,1,3,3,1,"36,782.00",1,1
1,0,26,6,20,10,20,30,10,10,5,10,8,8,5,5,5,5,1,24,1,3,3,1,"36,782.00",1,1
1,0,26,2,15,15,15,40,10,5,5,7,7,7,7,,6,1,1,24,1,3,3,1,"36,782.00",1,0
1,0,21,4,15,20,20,15,15,15,4,9,7,4,6,4,6,5,1,25,8,2,9,2,,7,0
1,1,24,2,45,5,25,20,0,5,8,7,8,3,6,2,6,5,1,25,8,2,9,2,,7,0
1,1,25,2,35,10,35,10,10,0,8,10,10,7,9,9,8,,1,25,8,2,9,2,,7,0
1,1,23,2,20,20,20,20,10,10,5,10,8,4,8,2,4,3,1,25,8,2,9,2,,7,0
1,1,21,2,20,5,25,25,10,15,5,6,7,5,7,8,7,3,1,25,8,2,9,2,,7,1
1,0,23,4,10,25,20,25,5,15,3,7,6,1,1,1,2,2,1,25,8,2,9,2,,7,0
1,0,22,4,15,15,25,20,15,10,4,8,7,4,5,4,5,5,1,25,8,2,9,2,,7,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,6,5,1,25,8,2,9,2,,7,1
1,0,26,6,20,10,20,30,10,10,8,9,9,7,6,5,6,5,1,25,8,2,9,2,,7,1
1,1,26,2,15,15,15,40,10,5,5,10,6,4,6,,6,1,1,25,8,2,9,2,,7,0
1,0,21,4,15,20,20,15,15,15,7,6,7,4,6,7,6,5,1,30,13,2,1,1,"38,548.00",2,1
1,1,24,2,45,5,25,20,0,5,7,5,9,6,7,9,8,7,1,30,13,2,1,1,"38,548.00",2,1
1,1,25,2,35,10,35,10,10,0,8,9,10,7,7,9,8,7,1,30,13,2,1,1,"38,548.00",2,0
1,1,23,2,20,20,20,20,10,10,7,10,10,7,10,5,5,1,1,30,13,2,1,1,"38,548.00",2,0
1,1,21,2,20,5,25,25,10,15,6,6,8,5,5,6,6,3,1,30,13,2,1,1,"38,548.00",2,1
1,0,23,4,10,25,20,25,5,15,8,8,8,8,3,4,8,7,1,30,13,2,1,1,"38,548.00",2,1
1,0,22,4,15,15,25,20,15,10,7,7,8,7,7,7,8,7,1,30,13,2,1,1,"38,548.00",2,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,6,7,8,5,7,7,6,6,1,30,13,2,1,1,"38,548.00",2,1
1,0,26,6,20,10,20,30,10,10,6,8,9,6,6,6,7,5,1,30,13,2,1,1,"38,548.00",2,1
1,1,26,2,15,15,15,40,10,5,5,10,8,6,9,,7,1,1,30,13,2,1,1,"38,548.00",2,1
1,0,21,4,15,20,20,15,15,15,4,9,7,6,5,6,6,7,0,27,8,2,8,8,"52,010.00",7,0
1,1,24,2,45,5,25,20,0,5,5,8,7,5,9,5,5,6,1,27,8,2,8,8,"52,010.00",7,0
1,1,25,2,35,10,35,10,10,0,7,9,9,8,9,7,8,7,1,27,8,2,8,8,"52,010.00",7,0
1,1,23,2,20,20,20,20,10,10,5,9,9,5,9,7,6,6,1,27,8,2,8,8,"52,010.00",7,0
1,1,21,2,20,5,25,25,10,15,5,5,7,6,7,5,6,4,1,27,8,2,8,8,"52,010.00",7,1
1,0,23,4,10,25,20,25,5,15,4,8,9,2,8,3,5,5,1,27,8,2,8,8,"52,010.00",7,0
1,0,22,4,15,15,25,20,15,10,5,7,8,5,9,5,5,7,1,27,8,2,8,8,"52,010.00",7,0
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,5,6,7,4,5,6,5,4,1,27,8,2,8,8,"52,010.00",7,1
1,0,26,6,20,10,20,30,10,10,6,7,8,7,9,6,7,5,1,27,8,2,8,8,"52,010.00",7,1
1,1,26,2,15,15,15,40,10,5,5,6,6,4,5,,5,5,1,27,8,2,8,8,"52,010.00",7,0
1,0,21,4,15,20,20,15,15,15,7,6,8,9,8,8,7,7,1,28,8,2,1,1,,7,1
1,1,24,2,45,5,25,20,0,5,7,6,8,9,4,5,5,6,1,28,8,2,1,1,,7,1
1,1,25,2,35,10,35,10,10,0,9,9,9,9,9,9,9,7,1,28,8,2,1,1,,7,0
1,1,23,2,20,20,20,20,10,10,9,8,10,10,7,8,8,8,1,28,8,2,1,1,,7,1
1,1,21,2,20,5,25,25,10,15,7,5,7,8,7,9,9,4,1,28,8,2,1,1,,7,1
1,0,23,4,10,25,20,25,5,15,7,6,8,8,6,9,9,6,1,28,8,2,1,1,,7,1
1,0,22,4,15,15,25,20,15,10,6,6,8,8,8,6,6,6,1,28,8,2,1,1,,7,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,8,8,5,9,8,9,7,10,1,28,8,2,1,1,,7,1
1,0,26,6,20,10,20,30,10,10,8,5,5,6,5,5,7,6,1,28,8,2,1,1,,7,1
1,1,26,2,15,15,15,40,10,5,9,9,9,9,9,9,9,9,1,28,8,2,1,1,,7,1
1,0,21,4,15,20,20,15,15,15,5,6,6,8,10,8,6,6,1,24,8,2,1,1,,7,1
1,1,24,2,45,5,25,20,0,5,6,7,8,7,9,8,8,7,1,24,8,2,1,1,,7,1
1,1,25,2,35,10,35,10,10,0,8,7,9,7,9,7,8,7,1,24,8,2,1,1,,7,0
1,1,23,2,20,20,20,20,10,10,8,9,10,10,8,8,10,8,1,24,8,2,1,1,,7,1
1,1,21,2,20,5,25,25,10,15,9,6,7,9,6,5,10,3,1,24,8,2,1,1,,7,1
1,0,23,4,10,25,20,25,5,15,8,9,9,9,10,7,9,8,1,24,8,2,1,1,,7,1
1,0,22,4,15,15,25,20,15,10,8,6,7,7,8,6,7,5,1,24,8,2,1,1,,7,1
1,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,7,6,8,7,9,8,8,7,1,24,8,2,1,1,,7,1
1,0,26,6,20,10,20,30,10,10,7,8,7,8,7,8,8,5,1,24,8,2,1,1,,7,1
1,1,26,2,15,15,15,40,10,5,9,9,8,10,8,8,9,10,1,24,8,2,1,1,,7,1
0,1,25,4,25,20,25,20,10,0,3,10,10,6,4,7,4,1,1,21,5,4,8,10,,10,0
0,1,30,4,30,20,10,30,0,10,5,5,5,5,5,,5,,1,21,5,4,8,10,,10,0
0,1,23,4,20,25,20,15,10,10,3,10,9,5,9,2,6,7,1,21,5,4,8,10,,10,0
0,0,24,2,25,35,30,10,0,0,4,5,6,4,6,2,5,2,1,21,5,4,8,10,,10,0
0,0,24,2,25,15,25,25,15,15,6,7,8,6,7,7,8,8,1,21,5,4,8,10,,10,1
0,0,28,2,25,15,25,15,0,20,7,8,8,7,9,6,7,7,1,21,5,4,8,10,,10,1
0,0,26,2,20,35,20,10,10,5,6,7,10,8,9,8,8,6,1,21,5,4,8,10,,10,0
0,0,30,2,20,20,25,25,5,5,9,5,6,5,5,7,5,6,1,21,5,4,8,10,,10,1
0,0,22,2,30,15,25,25,5,0,3,8,5,5,8,3,4,2,1,21,5,4,8,10,,10,0
0,1,25,4,20,20,20,20,5,15,6,7,8,4,6,4,6,6,1,21,5,4,8,10,,10,0
0,0,27,1,35,10,20,15,10,10,5,8,8,,,,7,7,1,21,5,4,8,10,,10,0
0,0,23,2,25,10,35,15,0,15,2,8,8,3,2,2,5,3,1,21,5,4,8,10,,10,0
0,0,21,2,15,20,15,30,5,15,6,6,8,6,7,6,6,3,1,21,5,4,8,10,,10,0
0,0,28,2,40,15,20,10,5,10,6,8,8,7,7,6,7,7,1,21,5,4,8,10,,10,0
0,0,28,2,40,20,20,20,0,0,5,7,7,7,7,5,5,5,1,21,5,4,8,10,,10,0
0,0,23,1,20,25,25,10,10,10,5,8,10,7,9,5,6,6,1,21,5,4,8,10,,10,0
0,0,25,4,25,20,25,20,10,0,4,10,8,8,6,4,3,1,1,27,9,1,1,2,"28,418.00",5,0
0,0,30,4,30,20,10,30,0,10,5,5,5,5,5,,5,,1,27,9,1,1,2,"28,418.00",5,0
0,0,23,4,20,25,20,15,10,10,3,6,8,5,5,1,2,1,1,27,9,1,1,2,"28,418.00",5,0
0,0,24,2,25,35,30,10,0,0,4,5,5,3,5,1,5,2,1,27,9,1,1,2,"28,418.00",5,0
0,0,24,2,25,15,25,25,15,15,6,7,6,6,8,5,6,5,1,27,9,1,1,2,"28,418.00",5,1
0,0,28,2,25,15,25,15,0,20,7,7,7,5,6,5,6,5,1,27,9,1,1,2,"28,418.00",5,1
0,0,26,2,20,35,20,10,10,5,5,8,5,5,6,5,5,5,1,27,9,1,1,2,"28,418.00",5,0
0,0,30,2,20,20,25,25,5,5,,5,6,5,6,3,4,6,1,27,9,1,1,2,"28,418.00",5,1
0,0,22,2,30,15,25,25,5,0,4,6,6,5,,3,5,1,1,27,9,1,1,2,"28,418.00",5,0
0,0,25,4,20,20,20,20,5,15,7,8,7,7,7,,7,4,1,27,9,1,1,2,"28,418.00",5,0
0,1,27,1,35,10,20,15,10,10,6,8,7,6,,,7,7,0,27,9,1,1,2,"28,418.00",5,0
0,0,23,2,25,10,35,15,0,15,2,2,3,2,2,1,2,1,1,27,9,1,1,2,"28,418.00",5,0
0,0,21,2,15,20,15,30,5,15,4,6,7,6,5,5,4,2,1,27,9,1,1,2,"28,418.00",5,0
0,0,28,2,40,15,20,10,5,10,6,8,8,7,8,6,7,5,1,27,9,1,1,2,"28,418.00",5,0
0,0,28,2,40,20,20,20,0,0,4,7,7,6,6,5,6,4,1,27,9,1,1,2,"28,418.00",5,0
0,1,23,1,20,25,25,10,10,10,5,8,9,7,10,8,7,7,1,27,9,1,1,2,"28,418.00",5,0
0,1,25,4,25,20,25,20,10,0,5,4,3,7,4,3,1,1,1,21,3,4,9,6,,3,0
0,1,30,4,30,20,10,30,0,10,8,8,8,8,8,,5,,1,21,3,4,9,6,,3,0
0,1,23,4,20,25,20,15,10,10,6,10,9,8,9,,8,8,1,21,3,4,9,6,,3,0
0,0,24,2,25,35,30,10,0,0,4,6,5,4,3,2,6,4,0,21,3,4,9,6,,3,1
0,0,24,2,25,15,25,25,15,15,8,8,8,10,7,8,8,8,0,21,3,4,9,6,,3,1
0,0,28,2,25,15,25,15,0,20,7,8,7,6,6,6,7,7,1,21,3,4,9,6,,3,1
0,0,26,2,20,35,20,10,10,5,6,8,9,8,8,9,8,6,1,21,3,4,9,6,,3,0
0,0,30,2,20,20,25,25,5,5,5,6,6,4,7,4,6,5,1,21,3,4,9,6,,3,1
