,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
223,0,0,0,30,9,4.0,3.0,5.0,2,6.0,,6.0,5.0,27,1,1,2,4,5.0,1
224,0,0,0,22,9,5.0,3.0,6.0,2,6.0,4.0,,5.0,27,1,1,2,4,5.0,0
225,0,0,0,25,9,7.0,,8.0,4,7.0,7.0,7.0,7.0,27,1,1,2,4,5.0,0
226,0,0,1,27,9,7.0,,8.0,1,7.0,6.0,,6.0,27,1,1,2,4,5.0,0
227,0,0,0,23,9,2.0,1.0,2.0,2,3.0,2.0,2.0,2.0,27,1,1,2,4,5.0,0
228,0,0,0,21,9,4.0,5.0,6.0,2,7.0,4.0,5.0,6.0,27,1,1,2,4,5.0,0
229,0,0,0,28,9,7.0,6.0,8.0,2,8.0,6.0,8.0,7.0,27,1,1,2,4,5.0,0
230,0,0,0,28,9,6.0,5.0,7.0,2,7.0,4.0,6.0,6.0,27,1,1,2,4,5.0,0
231,0,0,1,23,9,7.0,8.0,8.0,1,9.0,5.0,10.0,7.0,27,1,1,2,4,5.0,0
232,0,0,1,25,3,1.0,3.0,4.0,4,3.0,5.0,4.0,7.0,21,4,9,6,5,3.0,0
233,0,0,1,30,3,5.0,,8.0,4,8.0,8.0,8.0,8.0,21,4,9,6,5,3.0,0
234,0,0,1,23,3,8.0,,10.0,4,9.0,6.0,9.0,8.0,21,4,9,6,5,3.0,0
235,0,1,0,24,3,6.0,2.0,6.0,2,5.0,4.0,3.0,4.0,21,4,9,6,5,3.0,1
236,0,1,0,24,3,8.0,8.0,8.0,2,8.0,8.0,7.0,10.0,21,4,9,6,5,3.0,1
237,0,1,0,28,3,7.0,6.0,8.0,2,7.0,7.0,6.0,6.0,21,4,9,6,5,3.0,1
238,0,0,0,26,3,8.0,9.0,8.0,2,9.0,6.0,8.0,8.0,21,4,9,6,5,3.0,0
239,0,0,0,30,3,6.0,4.0,6.0,2,6.0,5.0,7.0,4.0,21,4,9,6,5,3.0,1
240,0,0,0,22,3,3.0,3.0,6.0,2,6.0,4.0,3.0,4.0,21,4,9,6,5,3.0,0
241,0,0,1,25,3,6.0,3.0,8.0,4,8.0,7.0,7.0,6.0,21,4,9,6,5,3.0,0
242,0,0,0,27,3,7.0,,,1,7.0,5.0,,6.0,21,4,9,6,5,3.0,0
243,0,0,0,23,3,2.0,1.0,6.0,2,4.0,4.0,1.0,1.0,21,4,9,6,5,3.0,0
244,0,0,0,21,3,5.0,5.0,7.0,2,6.0,7.0,6.0,6.0,21,4,9,6,5,3.0,0
245,0,0,0,28,3,7.0,6.0,8.0,2,8.0,7.0,8.0,7.0,21,4,9,6,5,3.0,1
246,0,0,0,28,3,7.0,7.0,7.0,2,7.0,6.0,9.0,7.0,21,4,9,6,5,3.0,1
247,0,0,0,23,3,7.0,7.0,9.0,1,10.0,6.0,10.0,8.0,21,4,9,6,5,3.0,0
248,0,0,0,25,11,2.0,5.0,10.0,4,9.0,5.0,8.0,9.0,27,2,2,3,5,9.0,0
249,0,0,0,30,11,5.0,,5.0,4,5.0,5.0,5.0,5.0,27,2,2,3,5,9.0,0
250,0,0,0,23,11,3.0,2.0,6.0,4,7.0,7.0,8.0,9.0,27,2,2,3,5,9.0,0
251,0,0,1,24,11,5.0,2.0,5.0,2,6.0,5.0,7.0,4.0,27,2,2,3,5,9.0,0
252,0,0,1,24,11,8.0,8.0,7.0,2,8.0,5.0,8.0,7.0,27,2,2,3,5,9.0,1
253,0,0,1,28,11,5.0,5.0,6.0,2,6.0,6.0,5.0,6.0,27,2,2,3,5,9.0,1
254,0,0,1,26,11,8.0,9.0,8.0,2,8.0,7.0,7.0,8.0,27,2,2,3,5,9.0,0
255,0,0,1,30,11,6.0,4.0,6.0,2,6.0,6.0,6.0,5.0,27,2,2,3,5,9.0,1
256,0,0,1,22,11,5.0,3.0,8.0,2,8.0,6.0,,5.0,27,2,2,3,5,9.0,0
257,0,0,0,25,11,7.0,7.0,7.0,4,6.0,7.0,6.0,5.0,27,2,2,3,5,9.0,1
258,0,0,0,27,11,8.5,,,1,,7.0,,9.0,27,2,2,3,5,9.0,1
259,0,0,1,23,11,6.0,6.0,5.0,2,7.0,7.0,6.0,6.0,27,2,2,3,5,9.0,1
260,0,0,1,21,11,4.0,2.0,7.0,2,9.0,7.0,6.0,5.0,27,2,2,3,5,9.0,0
261,0,0,1,28,11,7.0,7.0,8.0,2,8.0,8.0,7.0,8.0,27,2,2,3,5,9.0,0
262,0,0,1,28,11,7.0,8.0,7.0,2,8.0,8.0,7.0,7.0,27,2,2,3,5,9.0,1
263,0,0,0,23,11,8.0,6.0,9.0,1,9.0,8.0,8.0,8.0,27,2,2,3,5,9.0,1
264,0,0,0,25,11,3.0,4.0,10.0,4,9.0,8.0,8.0,9.0,25,2,10,2,5,9.0,0
265,0,0,0,30,11,5.0,,5.0,4,5.0,5.0,5.0,5.0,25,2,10,2,5,9.0,1
266,0,0,0,23,11,8.0,,9.0,4,7.0,8.0,5.0,7.0,25,2,10,2,5,9.0,1
267,0,0,1,24,11,6.0,1.0,5.0,2,6.0,8.0,5.0,6.0,25,2,10,2,5,9.0,1
268,0,0,1,24,11,7.0,4.0,6.0,2,6.0,7.0,5.0,7.0,25,2,10,2,5,9.0,1
269,0,0,1,28,11,7.0,6.0,6.0,2,6.0,7.0,6.0,7.0,25,2,10,2,5,9.0,1
270,0,0,1,26,11,9.5,8.0,8.0,2,7.0,10.0,7.0,8.0,25,2,10,2,5,9.0,1
271,0,0,1,30,11,6.0,2.0,7.0,2,5.0,6.0,5.0,5.0,25,2,10,2,5,9.0,1
272,0,0,1,22,11,8.0,5.0,8.0,2,7.0,9.0,,8.0,25,2,10,2,5,9.0,1
273,0,0,0,25,11,8.0,5.0,8.0,4,7.0,9.0,6.0,8.0,25,2,10,2,5,9.0,1
274,0,0,0,27,11,8.0,,,1,,7.0,,,25,2,10,2,5,9.0,1
275,0,0,1,23,11,3.0,2.0,4.0,2,7.0,6.0,2.0,6.0,25,2,10,2,5,9.0,0
276,0,0,1,21,11,7.0,6.0,7.0,2,7.0,8.0,6.0,7.0,25,2,10,2,5,9.0,1
277,0,0,1,28,11,8.0,7.0,8.0,2,8.0,9.0,8.0,8.0,25,2,10,2,5,9.0,1
278,0,0,1,28,11,7.0,5.0,9.0,2,9.0,8.0,7.0,9.0,25,2,10,2,5,9.0,1
279,0,0,0,23,11,9.0,8.0,9.0,1,8.0,8.0,9.0,10.0,25,2,10,2,5,9.0,1
280,0,0,0,25,11,3.0,4.0,9.0,4,9.0,8.0,7.0,8.0,23,2,2,4,7,9.0,0
281,0,0,0,30,11,5.0,,5.0,4,5.0,5.0,5.0,5.0,23,2,2,4,7,9.0,1
282,0,0,0,23,11,7.0,,8.0,4,8.0,7.0,8.0,9.0,23,2,2,4,7,9.0,1
283,0,0,1,24,11,5.0,2.0,5.0,2,7.0,6.0,5.0,5.0,23,2,2,4,7,9.0,1
284,0,0,1,24,11,9.0,7.0,7.0,2,7.0,8.0,7.0,8.0,23,2,2,4,7,9.0,1
285,0,0,1,28,11,8.0,7.0,6.0,2,8.0,7.0,6.0,7.0,23,2,2,4,7,9.0,1
286,0,0,1,26,11,9.5,8.0,9.0,2,9.0,10.0,7.0,10.0,23,2,2,4,7,9.0,1
287,0,0,1,30,11,6.0,6.0,6.0,2,6.0,5.0,6.0,6.0,23,2,2,4,7,9.0,1
288,0,0,1,22,11,9.0,8.0,8.0,2,7.0,9.0,,9.0,23,2,2,4,7,9.0,1
289,0,0,0,25,11,8.0,8.0,8.0,4,7.0,9.0,7.0,7.0,23,2,2,4,7,9.0,1
290,0,0,0,27,11,8.0,,,1,,8.0,,,23,2,2,4,7,9.0,1
291,0,0,1,23,11,6.0,2.0,3.0,2,5.0,7.0,3.0,5.0,23,2,2,4,7,9.0,1
292,0,0,1,21,11,7.0,6.0,7.0,2,7.0,8.0,6.0,7.0,23,2,2,4,7,9.0,1
293,0,0,1,28,11,8.0,8.0,9.0,2,9.0,9.0,8.0,9.0,23,2,2,4,7,9.0,1
294,0,0,1,28,11,7.0,6.0,8.0,2,7.0,8.0,7.0,8.0,23,2,2,4,7,9.0,1
295,0,0,0,23,11,9.0,8.0,9.0,1,8.0,8.0,9.0,9.0,23,2,2,4,7,9.0,1
296,0,0,0,25,3,5.0,5.0,8.0,4,6.0,9.0,7.0,8.0,22,3,1,5,5,9.0,0
297,0,0,0,30,3,8.0,,8.0,4,8.0,8.0,8.0,8.0,22,3,1,5,5,9.0,1
298,0,0,0,23,3,9.0,,9.0,4,8.0,8.0,8.0,9.0,22,3,1,5,5,9.0,1
299,0,0,0,24,3,6.0,5.0,6.0,2,5.0,7.0,3.0,7.0,22,3,1,5,5,9.0,1
300,0,0,0,24,3,7.0,5.0,7.0,2,7.0,9.0,6.0,7.0,22,3,1,5,5,9.0,1
301,0,0,0,28,3,8.0,7.0,8.0,2,7.0,8.0,6.0,8.0,22,3,1,5,5,9.0,1
302,0,1,0,26,3,9.5,9.0,8.0,2,8.0,9.0,7.0,8.0,22,3,1,5,5,9.0,1
303,0,0,0,30,3,7.0,5.0,5.0,2,6.0,7.0,4.0,6.0,22,3,1,5,5,9.0,1
304,0,0,0,22,3,7.0,7.0,8.0,2,5.0,8.0,,6.0,22,3,1,5,5,9.0,1
305,0,0,0,25,3,7.0,0.0,8.0,4,7.0,8.0,7.0,7.0,22,3,1,5,5,9.0,1
306,0,1,0,27,3,8.0,6.0,,1,,8.0,,7.0,22,3,1,5,5,9.0,1
307,0,0,0,23,3,6.0,3.0,4.0,2,4.0,8.0,5.0,7.0,22,3,1,5,5,9.0,1
308,0,0,0,21,3,7.0,7.0,7.0,2,7.0,8.0,6.0,6.0,22,3,1,5,5,9.0,1
309,0,0,0,28,3,8.0,7.0,8.0,2,8.0,8.0,8.0,8.0,22,3,1,5,5,9.0,1
310,0,0,0,28,3,8.0,7.0,9.0,2,8.0,9.0,8.0,9.0,22,3,1,5,5,9.0,1
311,0,0,0,23,3,10.0,8.0,8.0,1,9.0,9.0,9.0,10.0,22,3,1,5,5,9.0,1
312,0,0,0,25,11,1.0,3.0,6.0,4,3.0,5.0,3.0,4.0,22,2,4,5,7,,0
313,0,0,0,30,11,8.0,,8.0,4,8.0,8.0,8.0,8.0,22,2,4,5,7,,0
314,0,0,0,23,11,4.0,,8.0,4,7.0,3.0,8.0,5.0,22,2,4,5,7,,0
315,0,0,1,24,11,5.0,5.0,4.0,2,5.0,4.0,6.0,4.0,22,2,4,5,7,,0
316,0,1,1,24,11,7.0,5.0,6.0,2,7.0,7.0,7.0,6.0,22,2,4,5,7,,1
317,0,1,1,28,11,7.0,6.0,8.0,2,6.0,8.0,6.0,7.0,22,2,4,5,7,,1
318,0,0,1,26,11,7.0,7.0,7.0,2,6.0,6.0,7.0,8.0,22,2,4,5,7,,0
319,0,0,1,30,11,6.0,2.0,6.0,2,5.0,5.0,7.0,6.0,22,2,4,5,7,,0
320,0,0,1,22,11,5.0,3.0,8.0,2,9.0,6.0,9.0,5.0,22,2,4,5,7,,0
321,0,0,0,25,11,7.0,5.0,8.0,4,8.0,7.0,6.0,7.0,22,2,4,5,7,,1
322,0,0,0,27,11,7.0,,,1,,6.0,,,22,2,4,5,7,,0
323,0,0,1,23,11,6.0,3.0,8.0,2,5.0,5.0,3.0,3.0,22,2,4,5,7,,0
324,0,0,1,21,11,5.0,5.0,7.0,2,6.0,5.0,5.0,7.0,22,2,4,5,7,,0
325,0,0,1,28,11,7.0,6.0,8.0,2,8.0,6.0,7.0,7.0,22,2,4,5,7,,0
326,0,0,1,28,11,6.0,5.0,8.0,2,7.0,5.0,7.0,7.0,22,2,4,5,7,,0
327,0,0,0,23,11,7.0,6.0,8.0,1,8.0,6.0,9.0,8.0,22,2,4,5,7,,0
328,0,0,0,25,1,2.0,4.0,6.0,4,8.0,6.0,8.0,7.0,23,2,2,4,3,9.0,0
329,0,0,0,30,1,7.0,,10.0,4,10.0,10.0,10.0,10.0,23,2,2,4,3,9.0,0
330,0,0,0,23,1,6.0,,7.0,4,7.0,4.0,6.0,6.0,23,2,2,4,3,9.0,0
331,0,0,1,24,1,3.0,1.0,4.0,2,7.0,3.0,7.0,3.0,23,2,2,4,3,9.0,0
332,0,0,1,24,1,8.0,7.0,7.0,2,7.0,7.0,6.0,7.0,23,2,2,4,3,9.0,1
333,0,0,1,28,1,6.0,5.0,6.0,2,6.0,6.0,6.0,6.0,23,2,2,4,3,9.0,1
334,0,0,1,26,1,7.0,6.0,8.0,2,8.0,6.0,8.0,9.0,23,2,2,4,3,9.0,0
335,0,0,1,30,1,6.0,3.0,5.0,2,6.0,9.0,6.0,3.0,23,2,2,4,3,9.0,0
336,0,0,1,22,1,4.0,3.0,6.0,2,5.0,5.0,,4.0,23,2,2,4,3,9.0,0
337,0,1,0,25,1,7.0,,7.0,4,7.0,7.0,7.0,7.0,23,2,2,4,3,9.0,1
338,0,0,0,27,1,,,,1,,6.0,,,23,2,2,4,3,9.0,0
339,0,0,1,23,1,4.0,4.0,5.0,2,6.0,3.0,6.0,2.0,23,2,2,4,3,9.0,0
340,0,0,1,21,1,5.0,4.0,7.0,2,7.0,6.0,6.0,6.0,23,2,2,4,3,9.0,0
341,0,0,1,28,1,7.0,6.0,8.0,2,8.0,6.0,8.0,7.0,23,2,2,4,3,9.0,0
342,0,0,1,28,1,6.0,6.0,8.0,2,8.0,6.0,8.0,7.0,23,2,2,4,3,9.0,0
343,0,1,0,23,1,8.0,10.0,9.0,1,10.0,7.0,10.0,10.0,23,2,2,4,3,9.0,1
