,Unnamed: 0,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
57,57.0,0.0,0.0,0.0,27.0,1.0,7.0,5.0,7.0,2.0,8.0,6.0,8.0,7.0,23.0,4.0,1.0,1.0,4.0,1.0,0.0
58,58.0,0.0,1.0,0.0,28.0,1.0,6.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,23.0,4.0,1.0,1.0,4.0,1.0,1.0
59,59.0,0.0,0.0,0.0,24.0,1.0,6.0,7.0,10.0,2.0,10.0,7.0,10.0,6.0,23.0,4.0,1.0,1.0,4.0,1.0,0.0
60,60.0,0.0,0.0,0.0,27.0,1.0,7.0,7.0,8.0,2.0,8.0,7.0,7.0,8.0,22.0,4.0,2.0,4.0,7.0,1.0,0.0
61,61.0,0.0,0.0,0.0,22.0,1.0,8.0,5.0,9.0,2.0,10.0,7.0,6.0,6.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
62,62.0,0.0,0.0,1.0,22.0,1.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
63,63.0,0.0,1.0,0.0,23.0,1.0,8.0,9.0,8.0,2.0,9.0,8.0,9.0,8.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
64,64.0,0.0,0.0,0.0,24.0,1.0,8.0,5.0,7.0,3.0,9.0,8.0,9.0,6.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
65,65.0,0.0,0.0,0.0,25.0,1.0,7.0,6.0,8.0,2.0,8.0,8.0,6.0,6.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
66,66.0,0.0,0.0,0.0,30.0,1.0,5.0,3.0,6.0,2.0,5.0,7.0,4.0,4.0,22.0,4.0,2.0,4.0,7.0,1.0,0.0
67,67.0,0.0,0.0,0.0,27.0,1.0,7.0,5.0,7.0,2.0,6.0,8.0,7.0,7.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
68,68.0,0.0,1.0,0.0,28.0,1.0,9.0,10.0,7.0,2.0,9.0,9.0,9.0,9.0,22.0,4.0,2.0,4.0,7.0,1.0,1.0
69,69.0,0.0,0.0,0.0,24.0,1.0,7.0,7.0,6.0,2.0,8.0,7.0,8.0,6.0,22.0,4.0,2.0,4.0,7.0,1.0,0.0
70,70.0,0.0,0.0,1.0,27.0,13.0,7.0,5.0,7.0,2.0,6.0,8.0,6.0,6.0,25.0,2.0,1.0,1.0,6.0,6.0,0.0
71,71.0,0.0,1.0,1.0,22.0,13.0,9.0,5.0,8.0,2.0,10.0,8.0,6.0,7.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
72,72.0,0.0,1.0,0.0,22.0,13.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
73,73.0,0.0,1.0,1.0,23.0,13.0,8.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
74,74.0,0.0,1.0,0.0,24.0,13.0,9.0,7.0,9.0,3.0,8.0,9.0,6.600160470714095,9.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
75,75.0,0.0,1.0,1.0,25.0,13.0,7.0,7.0,7.0,2.0,7.0,8.0,8.0,7.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
76,76.0,0.0,0.0,1.0,30.0,13.0,4.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,25.0,2.0,1.0,1.0,6.0,6.0,0.0
77,77.0,0.0,1.0,1.0,27.0,13.0,7.0,5.0,8.0,2.0,8.0,9.0,7.0,8.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
78,78.0,0.0,1.0,1.0,28.0,13.0,8.0,10.0,7.0,2.0,8.0,8.0,8.0,10.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
79,79.0,0.0,1.0,1.0,24.0,13.0,8.0,8.0,10.0,2.0,9.0,8.0,8.0,9.0,25.0,2.0,1.0,1.0,6.0,6.0,1.0
80,80.0,0.0,0.0,0.0,27.0,13.0,6.0,5.0,8.0,2.0,7.0,6.0,7.0,8.0,26.0,6.0,1.0,1.0,6.0,9.0,0.0
81,81.0,0.0,1.0,0.0,22.0,13.0,8.0,5.0,8.0,2.0,10.0,8.0,6.0,7.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
82,82.0,0.0,1.0,0.0,22.0,13.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
83,83.0,0.0,1.0,0.0,23.0,13.0,7.0,7.0,8.0,2.0,7.0,7.0,8.0,8.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
84,84.0,0.0,1.0,0.0,24.0,13.0,7.0,7.0,9.0,3.0,8.0,7.0,7.0,9.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
85,85.0,0.0,1.0,0.0,25.0,13.0,6.0,7.0,6.0,2.0,7.0,6.0,7.0,8.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
86,86.0,0.0,1.0,0.0,30.0,13.0,8.0,5.0,6.0,2.0,7.0,8.0,6.0,8.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
87,87.0,0.0,0.0,0.0,27.0,13.0,7.0,5.0,7.0,2.0,7.0,7.0,6.0,7.0,26.0,6.0,1.0,1.0,6.0,9.0,0.0
88,88.0,0.0,1.0,0.0,28.0,13.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,7.0,26.0,6.0,1.0,1.0,6.0,9.0,1.0
89,89.0,0.0,0.0,0.0,24.0,13.0,6.0,6.0,6.0,2.0,6.0,5.0,6.0,6.0,26.0,6.0,1.0,1.0,6.0,9.0,0.0
90,90.0,0.0,0.0,1.0,27.0,13.0,6.0,5.0,8.0,2.0,7.0,7.0,6.0,8.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
91,91.0,0.0,0.0,1.0,22.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
92,92.0,0.0,1.0,0.0,22.0,13.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,26.0,2.0,4.0,4.0,7.0,9.0,1.0
93,93.0,0.0,0.0,1.0,23.0,13.0,7.0,8.0,8.0,2.0,7.0,7.0,8.0,9.0,26.0,2.0,4.0,4.0,7.0,9.0,1.0
94,94.0,0.0,0.0,0.0,24.0,13.0,6.0,5.529150471960023,9.0,3.0,9.0,6.0,8.0,7.0,26.0,2.0,4.0,4.0,7.0,9.0,1.0
95,95.0,0.0,0.0,1.0,25.0,13.0,6.0,7.0,8.0,2.0,7.0,6.44550702811245,7.0,7.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
96,96.0,0.0,0.0,1.0,30.0,13.0,3.0,4.0,7.0,2.0,4.0,7.0,4.0,3.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
97,97.0,0.0,0.0,1.0,27.0,13.0,7.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
98,98.0,0.0,1.0,1.0,28.0,13.0,7.0,6.0,7.0,2.0,7.0,7.0,6.0,7.0,26.0,2.0,4.0,4.0,7.0,9.0,1.0
99,99.0,0.0,0.0,1.0,24.0,13.0,7.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,26.0,2.0,4.0,4.0,7.0,9.0,0.0
100,200.0,0.0,0.0,1.0,25.0,5.0,4.0,7.0,10.0,4.0,10.0,3.0,4.0,6.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
101,201.0,0.0,0.0,1.0,30.0,5.0,5.0,5.529150471960023,5.0,4.0,5.0,5.0,5.0,5.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
102,202.0,0.0,0.0,1.0,23.0,5.0,6.0,2.0,10.0,4.0,9.0,3.0,9.0,5.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
103,203.0,0.0,0.0,0.0,24.0,5.0,5.0,2.0,5.0,2.0,6.0,4.0,6.0,4.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
104,204.0,0.0,0.0,0.0,24.0,5.0,8.0,7.0,7.0,2.0,8.0,6.0,7.0,6.0,21.0,4.0,8.0,10.0,5.0,10.0,1.0
105,205.0,0.0,0.0,0.0,28.0,5.0,7.0,6.0,8.0,2.0,8.0,7.0,9.0,7.0,21.0,4.0,8.0,10.0,5.0,10.0,1.0
106,206.0,0.0,0.0,0.0,26.0,5.0,8.0,8.0,7.0,2.0,10.0,6.0,9.0,8.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
107,207.0,0.0,0.0,0.0,30.0,5.0,5.0,7.0,5.0,2.0,6.0,9.0,5.0,5.0,21.0,4.0,8.0,10.0,5.0,10.0,1.0
108,208.0,0.0,0.0,0.0,22.0,5.0,4.0,3.0,8.0,2.0,5.0,3.0,8.0,5.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
109,209.0,0.0,0.0,1.0,25.0,5.0,6.0,4.0,7.0,4.0,8.0,6.0,6.0,4.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
110,210.0,0.0,0.0,0.0,27.0,5.0,7.0,5.529150471960023,8.0,1.0,8.0,5.0,6.600160470714095,6.513137755102041,21.0,4.0,8.0,10.0,5.0,10.0,0.0
111,211.0,0.0,0.0,0.0,23.0,5.0,5.0,2.0,8.0,2.0,8.0,2.0,2.0,3.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
112,212.0,0.0,0.0,0.0,21.0,5.0,6.0,6.0,6.0,2.0,8.0,6.0,7.0,6.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
113,213.0,0.0,0.0,0.0,28.0,5.0,7.0,6.0,8.0,2.0,8.0,6.0,7.0,7.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
114,214.0,0.0,0.0,0.0,28.0,5.0,5.0,5.0,7.0,2.0,7.0,5.0,7.0,7.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
115,215.0,0.0,0.0,0.0,23.0,5.0,6.0,5.0,8.0,1.0,10.0,5.0,9.0,7.0,21.0,4.0,8.0,10.0,5.0,10.0,0.0
116,216.0,0.0,0.0,0.0,25.0,9.0,3.0,4.0,10.0,4.0,8.0,4.0,6.0,8.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
117,217.0,0.0,0.0,0.0,30.0,9.0,5.0,5.529150471960023,5.0,4.0,5.0,5.0,5.0,5.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
118,218.0,0.0,0.0,0.0,23.0,9.0,2.0,1.0,6.0,4.0,8.0,3.0,5.0,5.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
119,219.0,0.0,0.0,0.0,24.0,9.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
120,220.0,0.0,1.0,0.0,24.0,9.0,6.0,5.0,7.0,2.0,6.0,6.0,8.0,6.0,27.0,1.0,1.0,2.0,4.0,5.0,1.0
121,221.0,0.0,1.0,0.0,28.0,9.0,6.0,5.0,7.0,2.0,7.0,7.0,6.0,5.0,27.0,1.0,1.0,2.0,4.0,5.0,1.0
122,222.0,0.0,0.0,0.0,26.0,9.0,5.0,5.0,8.0,2.0,5.0,5.0,6.0,5.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
123,223.0,0.0,0.0,0.0,30.0,9.0,4.0,3.0,5.0,2.0,6.0,6.44550702811245,6.0,5.0,27.0,1.0,1.0,2.0,4.0,5.0,1.0
124,224.0,0.0,0.0,0.0,22.0,9.0,5.0,3.0,6.0,2.0,6.0,4.0,6.600160470714095,5.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
125,225.0,0.0,0.0,0.0,25.0,9.0,7.0,5.529150471960023,8.0,4.0,7.0,7.0,7.0,7.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
126,226.0,0.0,0.0,1.0,27.0,9.0,7.0,5.529150471960023,8.0,1.0,7.0,6.0,6.600160470714095,6.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
127,227.0,0.0,0.0,0.0,23.0,9.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
128,228.0,0.0,0.0,0.0,21.0,9.0,4.0,5.0,6.0,2.0,7.0,4.0,5.0,6.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
129,229.0,0.0,0.0,0.0,28.0,9.0,7.0,6.0,8.0,2.0,8.0,6.0,8.0,7.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
130,230.0,0.0,0.0,0.0,28.0,9.0,6.0,5.0,7.0,2.0,7.0,4.0,6.0,6.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
131,231.0,0.0,0.0,1.0,23.0,9.0,7.0,8.0,8.0,1.0,9.0,5.0,10.0,7.0,27.0,1.0,1.0,2.0,4.0,5.0,0.0
132,232.0,0.0,0.0,1.0,25.0,3.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,7.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
133,233.0,0.0,0.0,1.0,30.0,3.0,5.0,5.529150471960023,8.0,4.0,8.0,8.0,8.0,8.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
134,234.0,0.0,0.0,1.0,23.0,3.0,8.0,5.529150471960023,10.0,4.0,9.0,6.0,9.0,8.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
135,235.0,0.0,1.0,0.0,24.0,3.0,6.0,2.0,6.0,2.0,5.0,4.0,3.0,4.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
136,236.0,0.0,1.0,0.0,24.0,3.0,8.0,8.0,8.0,2.0,8.0,8.0,7.0,10.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
137,237.0,0.0,1.0,0.0,28.0,3.0,7.0,6.0,8.0,2.0,7.0,7.0,6.0,6.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
138,238.0,0.0,0.0,0.0,26.0,3.0,8.0,9.0,8.0,2.0,9.0,6.0,8.0,8.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
139,239.0,0.0,0.0,0.0,30.0,3.0,6.0,4.0,6.0,2.0,6.0,5.0,7.0,4.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
140,240.0,0.0,0.0,0.0,22.0,3.0,3.0,3.0,6.0,2.0,6.0,4.0,3.0,4.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
141,241.0,0.0,0.0,1.0,25.0,3.0,6.0,3.0,8.0,4.0,8.0,7.0,7.0,6.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
142,242.0,0.0,0.0,0.0,27.0,3.0,7.0,5.529150471960023,7.245558375634518,1.0,7.0,5.0,6.600160470714095,6.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
143,243.0,0.0,0.0,0.0,23.0,3.0,2.0,1.0,6.0,2.0,4.0,4.0,1.0,1.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
144,244.0,0.0,0.0,0.0,21.0,3.0,5.0,5.0,7.0,2.0,6.0,7.0,6.0,6.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
145,245.0,0.0,0.0,0.0,28.0,3.0,7.0,6.0,8.0,2.0,8.0,7.0,8.0,7.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
146,246.0,0.0,0.0,0.0,28.0,3.0,7.0,7.0,7.0,2.0,7.0,6.0,9.0,7.0,21.0,4.0,9.0,6.0,5.0,3.0,1.0
147,247.0,0.0,0.0,0.0,23.0,3.0,7.0,7.0,9.0,1.0,10.0,6.0,10.0,8.0,21.0,4.0,9.0,6.0,5.0,3.0,0.0
148,248.0,0.0,0.0,0.0,25.0,11.0,2.0,5.0,10.0,4.0,9.0,5.0,8.0,9.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
149,249.0,0.0,0.0,0.0,30.0,11.0,5.0,5.529150471960023,5.0,4.0,5.0,5.0,5.0,5.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
150,250.0,0.0,0.0,0.0,23.0,11.0,3.0,2.0,6.0,4.0,7.0,7.0,8.0,9.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
151,251.0,0.0,0.0,1.0,24.0,11.0,5.0,2.0,5.0,2.0,6.0,5.0,7.0,4.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
152,252.0,0.0,0.0,1.0,24.0,11.0,8.0,8.0,7.0,2.0,8.0,5.0,8.0,7.0,27.0,2.0,2.0,3.0,5.0,9.0,1.0
153,253.0,0.0,0.0,1.0,28.0,11.0,5.0,5.0,6.0,2.0,6.0,6.0,5.0,6.0,27.0,2.0,2.0,3.0,5.0,9.0,1.0
154,254.0,0.0,0.0,1.0,26.0,11.0,8.0,9.0,8.0,2.0,8.0,7.0,7.0,8.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
155,255.0,0.0,0.0,1.0,30.0,11.0,6.0,4.0,6.0,2.0,6.0,6.0,6.0,5.0,27.0,2.0,2.0,3.0,5.0,9.0,1.0
156,256.0,0.0,0.0,1.0,22.0,11.0,5.0,3.0,8.0,2.0,8.0,6.0,6.600160470714095,5.0,27.0,2.0,2.0,3.0,5.0,9.0,0.0
